sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00744,L0037,T01,744,0.588313,-0.152848,3.0,0.925008,22.756077,4.240514,-5.425106,6.885763,PASS
S00334,L0016,T01,334,-0.032427,-0.408555,3.0,0.953441,21.778153,-0.530338,-2.01975,2.088217,PASS
S00197,L0009,T01,197,-0.531971,-0.386029,4.0,1.0,22.848703,0.323371,1.531563,1.565328,PASS
S00240,L0012,T02,240,0.483143,0.293969,4.0,0.999243,20.965118,6.643176,-4.563094,8.05938,FAIL
S00632,L0031,T01,632,-0.549161,-0.631385,1.0,0.800069,22.49586,1.020847,0.100295,1.025762,PASS
S00767,L0038,T02,767,-0.701401,0.511841,4.0,0.963242,22.421435,5.359705,0.655069,5.399589,PASS
S00186,L0009,T02,186,-0.44956,0.182659,1.0,0.782874,22.453756,5.582534,1.264869,5.724035,PASS
S00488,L0024,T01,488,-0.036917,-0.732859,2.0,0.887715,23.176497,0.770273,-3.459986,3.544689,PASS
S00685,L0034,T01,685,0.208698,0.51902,3.0,0.912992,22.671241,7.183323,-2.020684,7.462124,PASS
S00753,L0037,T01,753,-0.885939,0.003277,4.0,0.673154,21.570422,1.886553,1.970256,2.727818,PASS
S00630,L0031,T01,630,0.304135,-0.206644,3.0,0.904244,21.726389,2.75647,-4.42218,5.210931,PASS
S00380,L0019,T02,380,-0.034695,0.686344,1.0,0.698883,20.750932,7.43988,-2.768888,7.938422,PASS
S00605,L0030,T02,605,-0.287962,0.603088,4.0,0.914911,22.091315,7.48765,0.882261,7.539448,PASS
S00347,L0017,T02,347,-0.957443,-0.859325,2.0,0.735215,22.536486,-4.003058,-0.311576,4.015165,PASS
S00470,L0023,T03,470,0.675747,-0.192475,4.0,0.914857,23.233075,1.403045,-7.121558,7.258452,PASS
S00617,L0030,T01,617,0.85494,-0.344308,1.0,0.791366,22.541347,3.240203,-5.759851,6.608691,PASS
S00409,L0020,T01,409,0.147048,0.390289,1.0,0.843699,22.862871,7.173084,-2.103596,7.475175,PASS
S00674,L0033,T01,674,0.796176,0.121737,2.0,0.93412,22.876968,4.646494,-5.954934,7.553221,PASS
S00522,L0026,T04,522,-0.869968,-0.242544,1.0,0.700185,21.919158,17.245176,2.143518,2.201049,PASS
S00204,L0010,T02,204,0.239746,-0.739725,2.0,0.726596,21.640497,0.964554,-3.158694,3.302682,PASS
S00239,L0011,T01,239,-0.389128,0.541507,4.0,0.97767,23.400498,2.103054,2.220786,3.058549,PASS
S00068,L0003,T01,68,0.639171,-0.643943,1.0,0.691567,21.667616,-0.615544,-6.254707,6.284923,PASS
S00570,L0028,T01,570,0.705497,-0.920006,1.0,0.859956,21.789218,-0.24862,-8.661488,8.665055,FAIL
S00525,L0026,T04,525,0.989427,-0.271844,4.0,0.905456,23.526373,5.204494,-6.565703,8.378259,FAIL
S00636,L0031,T02,636,-0.056202,0.66291,3.0,0.854091,21.046988,9.406859,-0.880056,9.447936,FAIL
S00372,L0018,T04,372,-0.217112,0.22814,1.0,0.8533,22.326721,5.15218,-19.924651,5.412709,PASS
S00072,L0003,T03,72,0.958198,0.446811,4.0,1.0,22.255895,5.594728,-5.859249,8.101344,FAIL
S00189,L0009,T01,189,-0.095235,0.783754,3.0,0.640374,21.836072,6.82139,-0.655917,6.852853,PASS
S00666,L0033,T01,666,-0.10274,-0.108651,2.0,0.828206,21.803563,2.213917,-1.807424,2.858008,PASS
S00478,L0023,T02,478,-0.135908,0.354396,3.0,0.852676,21.654769,6.349174,-2.64631,6.878587,PASS
S00722,L0036,T02,722,0.841236,0.86425,2.0,0.733751,21.097351,11.040063,-3.552662,11.597603,FAIL
S00564,L0028,T01,564,-0.400831,-0.093023,4.0,1.0,21.820294,0.436239,-0.041852,0.438242,PASS
S00463,L0023,T01,463,0.467477,-0.263596,3.0,0.87175,22.661975,3.184061,-4.271717,5.327834,PASS
S00316,L0015,T01,316,0.776544,0.11895,3.0,0.977698,22.950538,5.473207,-5.188208,7.541452,PASS
S00694,L0034,T01,694,-0.370581,0.488724,4.0,0.9247,21.85933,5.307433,-1.347978,5.475937,PASS
S00366,L0018,T01,366,0.102384,-0.911902,4.0,0.849436,23.385808,0.096478,-3.134939,3.136424,PASS
S00560,L0028,T01,560,0.40446,-0.380636,2.0,0.699472,22.426131,4.414485,-4.900339,6.595529,PASS
S00550,L0027,T02,550,0.728441,0.731846,1.0,0.795327,24.220098,9.311532,-3.998915,10.133901,FAIL
S00445,L0022,T03,445,0.112315,-0.570687,3.0,0.824859,22.527143,0.362442,-2.677414,2.701834,PASS
S00056,L0002,T01,56,-0.038599,-0.340453,1.0,0.89386,20.785291,2.963928,-3.925667,4.918916,PASS
S00566,L0028,T01,566,-0.353211,-0.155048,3.0,0.833057,22.567116,-0.616912,-1.247002,1.391257,PASS
S00741,L0037,T01,741,0.486275,0.114541,3.0,0.998492,22.060386,3.767539,-4.196592,5.639657,PASS
S00720,L0036,T03,720,-0.404421,0.433316,3.0,1.0,22.913946,5.321274,-0.045237,5.321466,PASS
S00332,L0016,T02,332,-0.770849,0.196851,1.0,0.885887,22.021227,3.774431,0.377091,3.793221,PASS
S00183,L0009,T02,183,0.283262,-0.49701,3.0,0.838161,22.313019,2.849214,-1.843589,3.393648,PASS
S00014,L0000,T01,14,-0.411136,-0.335053,3.0,0.839453,22.092654,-0.087842,-0.419414,0.428514,PASS
S00162,L0008,T01,162,0.010194,-0.348223,1.0,0.912538,20.686069,-0.526578,-2.574988,2.628278,PASS
S00656,L0032,T02,656,0.830808,0.284171,4.0,0.858629,22.010063,7.901035,-5.863388,9.838988,FAIL
S00164,L0008,T04,164,0.562647,-0.390321,4.0,0.808784,22.206705,4.558978,-5.130321,6.86327,PASS
S00377,L0018,T02,377,0.004697,-0.424865,2.0,0.991471,22.186446,2.382438,-3.77868,4.467039,PASS
S00175,L0008,T01,175,-0.598205,-0.884685,3.0,0.82491,21.755795,-2.675181,-1.371612,3.006312,PASS
S00348,L0017,T01,348,-0.632541,-0.528362,4.0,1.0,21.870689,-1.648197,-1.282465,2.088365,PASS
S00424,L0021,T02,424,0.818372,-0.820153,1.0,0.977233,21.799693,2.439841,-6.3688,6.82015,PASS
S00040,L0002,T01,40,-0.060082,-0.450051,3.0,0.882292,21.774968,0.578209,-3.125012,3.178054,PASS
S00707,L0035,T01,707,-0.787031,0.19057,2.0,0.985564,21.974152,2.965791,3.383021,4.498972,PASS
S00662,L0033,T02,662,-0.881804,-0.75117,2.0,0.977716,21.558751,-1.947849,0.412073,1.99096,PASS
