sample_id,lot_id,tool_id,sequence,gate_cd_nm,eot_nm,channel_dose_proxy,anneal_temp_c,contact_resistance_proxy,vth_v,ion_proxy,ioff_proxy,retention_risk,spec_yield_pct
S00108,L0005,T04,108,42.945398,1.224048,0.941162,926.548482,92.948211,0.578389,1.16408,0.000896,0.031735,96.114305
S00513,L0025,T02,513,35.949114,1.237299,1.103364,908.525978,83.473388,0.474295,1.351779,0.001116,0.024601,97.110631
S00277,L0013,T02,277,40.809517,1.098017,1.026966,894.049844,88.755332,0.530913,1.169571,0.001029,0.019895,99.433745
S00690,L0034,T01,690,4.344353,1.1329,1.057671,888.989995,77.658031,0.570701,1.056928,0.000796,0.025454,97.851217
S00630,L0031,T01,630,40.313484,1.131091,0.917706,957.677873,85.912714,0.476917,1.379313,0.001075,0.024164,97.748027
S00740,L0037,T03,740,47.881396,1.133557,1.007734,909.834435,92.808504,0.56709,0.960511,0.000622,0.029253,95.592814
S00446,L0022,T01,446,39.599142,1.117796,0.867324,903.533137,98.568161,0.465945,1.150259,0.000962,0.037265,95.451216
S00124,L0006,T02,124,42.802584,1.165769,1.179879,914.372665,78.332879,0.631842,1.197464,0.000398,0.038527,97.458083
S00566,L0028,T01,566,42.124795,1.044402,1.070124,940.830553,75.924711,0.539776,1.284043,0.000782,0.020602,99.8
S00079,L0003,T04,79,47.970487,1.13266,1.070622,912.041177,81.734503,0.625606,0.985919,0.000925,0.036942,95.908443
S00426,L0021,T01,426,41.172588,1.188166,0.925377,932.625789,99.777569,0.492345,1.17365,0.00089,0.032477,95.667769
S00562,L0028,T01,562,41.886601,1.018646,0.927896,906.700528,91.635417,0.44794,1.016308,0.000873,0.0333,97.324696
S00038,L0001,T01,38,40.704294,1.233627,0.974556,939.469041,72.77724,0.527638,1.238745,0.000877,0.018955,99.096575
S00398,L0019,T03,398,39.594655,1.146565,0.889551,950.058295,,0.426458,1.341629,0.00142,0.034052,95.243971
S00653,L0032,T01,653,42.751284,1.170374,1.141952,921.265003,88.273254,0.623075,1.155972,0.000626,0.036653,96.28308
S00255,L0012,T01,255,44.91327,1.249744,0.996907,915.691492,76.299056,0.596057,1.140554,0.000756,0.030248,97.151821
S00598,L0029,T01,598,43.088913,1.147426,1.087403,908.820457,83.270627,0.532352,1.111228,0.001481,0.019579,97.710898
S00246,L0012,T01,246,44.466964,1.137982,0.887376,946.424684,75.874052,0.518104,1.295488,0.001075,0.018222,98.319649
S00294,L0014,T01,294,41.432867,1.119965,1.16204,918.367848,74.811929,0.548353,1.264293,0.000673,0.021849,98.866219
S00259,L0012,T04,259,47.281067,1.21997,0.949894,925.812668,75.008277,0.668429,1.054743,0.000699,0.049219,96.038878
S00696,L0034,T02,696,38.564399,1.075668,1.01158,920.748093,75.938868,0.500487,1.271944,0.001308,0.020565,97.932847
S00509,L0025,T01,509,43.48264,1.019422,1.0048,934.826919,95.198639,0.485967,1.114607,0.001186,0.029034,96.500989
S00265,L0013,T01,265,42.881792,1.032882,0.919653,922.563037,94.18857,0.464406,1.135388,0.000844,0.032476,95.720921
S00542,L0027,T01,542,37.476095,1.110302,0.972289,907.420197,78.131589,0.443633,1.286878,0.001382,0.030312,95.833891
S00681,L0034,T02,681,41.706492,1.217378,0.913305,920.726953,98.652163,0.520886,1.208713,0.001415,0.026059,98.07529
S00147,L0007,T01,147,39.165898,1.28008,0.927099,904.954234,79.266661,0.466722,1.280099,0.000932,0.025905,98.190444
S00645,L0032,T01,645,44.82763,1.04066,0.99461,888.599995,80.904474,0.483545,1.137838,0.001345,0.023094,96.929191
S00523,L0026,T01,523,45.388622,1.122945,1.049051,924.402367,75.310395,0.54646,1.032771,0.000973,0.021567,97.625579
S00640,L0032,T03,640,40.575189,1.077334,0.995867,919.919006,86.75947,0.456123,1.208565,0.000965,0.027845,98.295666
S00519,L0025,T01,519,43.627333,1.091825,1.120218,927.88417,84.115271,0.532547,1.118024,0.000735,0.019605,96.520914
S00180,L0009,T01,180,43.77935,1.238438,0.995774,893.959937,93.44834,0.599618,1.023613,0.000811,0.037256,95.877406
S00234,L0011,T01,234,44.300194,1.139716,1.036294,925.420375,75.584252,0.534729,1.095947,0.000741,0.031082,97.549962
S00300,L0015,T04,300,36.696412,1.259159,1.03176,907.284656,74.692293,0.462047,1.462579,0.001296,0.026744,96.763181
S00765,L0038,T02,765,43.238051,1.009443,1.093474,919.870752,86.507526,0.513789,1.149505,0.001601,0.01877,97.833582
S00781,L0039,T01,781,40.943491,1.044622,0.906934,937.953502,76.946699,0.454801,1.226659,0.001129,0.028097,97.352863
S00715,L0035,T02,715,38.030188,1.204515,1.057673,936.276598,92.136691,0.533716,1.285716,0.000764,0.022772,97.500527
S00034,L0001,T03,34,39.526558,1.193315,1.052525,924.785111,82.424612,0.498967,1.257102,0.000834,0.02078,97.231462
S00751,L0037,T03,751,44.438981,1.123891,,929.271768,87.327213,0.508129,1.12667,0.000886,0.019514,95.251824
S00541,L0027,T01,541,44.932937,1.22286,1.016214,925.667237,80.851219,0.601678,1.101874,0.000536,0.031424,95.710934
S00587,L0029,T01,587,41.014431,1.242,0.926824,906.319986,91.665796,0.472434,1.154417,0.001168,0.02823,96.123255
S00178,L0008,T01,178,44.074052,1.354617,1.023363,892.710076,83.79981,0.658658,1.096414,0.000626,0.046116,94.595365
S00003,L0000,T04,3,43.041356,1.143863,0.961532,924.475175,78.252313,0.583347,1.157493,0.000843,0.027745,97.442793
S00716,L0035,T02,716,37.763944,1.189008,0.977993,938.431638,100.301894,0.467554,1.329143,0.001336,0.039079,95.473936
S00453,L0022,T01,453,39.421449,1.153516,1.087913,924.225152,82.357018,0.522593,1.184165,0.000808,0.01831,97.6887
S00157,L0007,T01,157,43.875446,1.084471,0.998945,929.751698,95.44551,0.506907,1.10817,0.001261,0.025388,98.371719
S00768,L0038,T01,768,38.118831,1.053937,0.970922,900.232507,92.70044,0.4762,1.180305,0.000101,0.028502,97.094245
S00531,L0026,T01,531,42.613694,,0.986537,897.322963,84.938463,0.505054,1.050201,0.000908,0.01993,97.437094
S00414,L0020,T04,414,41.747111,1.134636,1.117259,920.849769,74.231754,0.567418,1.265745,0.000718,0.02489,98.185339
S00556,L0027,T01,556,40.930768,1.114733,0.981451,913.849578,58.44447,0.479531,1.341552,0.001371,0.023737,98.403283
S00325,L0016,T01,325,41.502449,1.180515,0.972497,913.820208,76.655362,0.482745,1.214089,0.000857,0.023221,97.840635
S00179,L0008,T01,179,37.503038,1.123993,0.968778,931.930385,84.517286,0.464075,1.374462,0.001,0.026377,96.83449
S00619,L0030,T04,619,43.222823,0.95913,0.967393,924.556963,63.208006,0.479151,1.232759,0.001518,0.023798,99.67696
S00496,L0024,T01,496,42.651612,1.15611,0.947793,886.794076,99.407175,0.483753,1.029099,0.00102,0.033993,96.499213
S00119,L0005,T01,119,43.376691,1.159101,0.990014,939.97622,70.189498,0.549618,1.284695,0.000815,0.022039,97.110136
S00759,L0037,T01,759,40.82821,1.054767,1.009839,915.109934,73.030405,0.483559,1.233409,0.001586,0.023092,98.221421
S00748,L0037,T04,748,45.882677,1.173144,0.991652,912.757928,73.849597,0.626249,1.097936,0.000554,0.037103,95.766737
S00342,L0017,T03,342,45.081295,1.269828,1.111711,924.02758,73.01636,0.666493,1.048867,0.000461,0.048589,93.703429
S00629,L0031,T04,629,40.561557,1.228683,1.134135,892.282,75.4519,0.556668,1.207709,0.000618,0.023128,98.415693
S00538,L0026,T04,538,41.440616,1.060452,1.06953,927.581738,90.369075,0.570346,1.253037,0.000788,0.027527,98.434274
S00710,L0035,T02,710,36.698787,1.143201,0.992439,912.65716,75.533589,0.462165,1.418317,0.001227,0.026723,97.238824
S00184,L0009,T03,184,41.282821,1.180083,1.068987,915.066816,88.209023,0.497791,1.264364,0.00104,0.021099,98.791603
S00604,L0030,T02,604,39.064522,1.303771,0.944742,925.95504,84.618506,0.480201,1.272468,0.001064,0.023628,98.079408
S00709,L0035,T01,709,43.429379,1.135336,0.905707,923.871822,68.067401,0.489598,1.104139,0.001141,0.022157,97.75165
S00524,L0026,T01,524,41.801575,1.355092,0.991508,920.829884,65.647475,0.56966,1.213803,0.000813,0.025274,97.143968
S00229,L0011,T03,229,41.189665,1.078678,0.922493,908.328189,76.447869,0.422271,1.197201,0.001457,0.03503,95.950679
S00594,L0029,T01,594,39.939262,1.22248,1.025857,930.425309,80.671878,0.53451,1.348975,0.000988,0.019871,98.51431
S00678,L0033,T01,678,45.397569,1.131275,0.95035,939.810942,88.578833,0.526105,1.133755,0.000528,0.019133,97.05517
S00616,L0030,T01,616,39.71662,1.123426,1.113507,938.6951,88.768711,0.579227,1.26678,0.000585,0.027693,96.422876
S00698,L0034,T01,698,44.965869,1.11709,0.98745,927.994842,84.60013,0.54666,1.079429,0.000911,0.021597,96.495068
S00514,L0025,T04,514,40.286312,1.086167,0.894175,905.325138,74.926272,0.501283,1.344011,0.001017,0.020453,98.604993
S00388,L0019,T01,388,45.659919,1.052096,0.961604,902.23369,80.652235,0.480325,1.020499,0.000978,0.023608,97.317331
S00177,L0008,T04,177,42.057297,1.190007,0.971667,924.365045,79.386177,0.541448,1.165602,0.000854,0.020839,99.429107
S00233,L0011,T01,233,40.265641,1.152369,0.96411,918.805265,70.801981,0.488138,1.286088,0.001004,0.02238,98.046104
S00004,L0000,T01,4,40.693085,1.09206,1.100484,889.943068,87.901013,0.53071,1.098997,0.000731,0.019359,98.920715
S00684,L0034,T01,684,38.892481,1.095925,1.144972,918.472486,85.535961,0.536794,1.305989,0.001231,0.020185,97.050959
S00527,L0026,T01,527,41.720567,1.026248,0.985143,928.317733,76.11062,0.496848,1.373469,0.001027,0.021084,98.93472
S00017,L0000,T01,17,42.886233,1.225625,1.094991,927.256059,87.612971,0.581684,1.124979,0.000576,0.027432,98.961209
S00050,L0002,T02,50,39.753209,1.175383,0.949225,922.073777,75.502467,0.515726,1.34857,0.001276,0.018522,98.360326
S00307,L0015,T04,307,,1.060373,1.087099,926.732877,91.966316,0.538868,1.340752,0.000994,0.023451,96.738656
S00092,L0004,T01,92,44.802065,1.211152,0.885356,959.553521,80.322493,0.534955,1.238972,0.000653,0.019932,98.394362
S00691,L0034,T03,691,44.918467,1.018399,1.093103,924.796252,64.510902,0.521042,1.118174,0.000956,0.018116,96.960685
S00753,L0037,T03,753,43.97153,1.315736,1.087052,934.73188,66.862733,0.639336,1.210899,0.000436,0.040518,95.817893
S00580,L0029,T01,580,41.262614,1.306577,1.050109,941.948461,97.803307,0.572629,1.237806,0.000652,0.035968,96.064753
S00021,L0001,T04,21,43.058962,0.977813,1.07737,934.487124,78.367933,0.518033,1.181968,0.000737,0.018231,97.9911
S00537,L0026,T01,537,37.605589,1.225902,0.981526,914.948579,73.755414,0.4357,1.419164,0.000966,0.031988,99.138702
S00436,L0021,T03,436,42.233657,0.999895,0.968622,937.485151,84.743913,0.460726,1.235807,0.001098,0.026986,97.657733
S00463,L0023,T01,463,39.73233,1.155358,0.990074,929.965411,68.610971,0.465618,1.356775,0.002315,0.026101,97.590151
S00581,L0029,T01,581,39.804584,1.100911,1.08747,922.042126,80.811489,0.531567,1.233403,0.000506,0.019474,97.804344
S00111,L0005,T01,111,44.428686,1.098118,0.924644,,92.999855,0.503598,1.089317,0.000932,0.023888,96.245644
S00764,L0038,T01,764,41.778593,1.074006,0.991894,931.92557,83.062345,0.496439,1.268508,0.001524,0.021143,98.905702
S00337,L0016,T01,337,43.277473,1.181355,1.091011,920.875723,83.812011,0.559084,1.062858,0.000912,0.023513,99.231412
S00278,L0013,T02,278,42.07328,1.125028,1.184673,934.558352,79.885363,0.609065,1.279543,0.001017,0.033036,97.336261
S00118,L0005,T03,118,41.876846,0.997522,0.960444,903.793887,84.119419,0.445329,1.131998,0.001054,0.029965,97.015482
S00190,L0009,T02,190,43.371915,1.185806,1.001402,922.5845,88.154136,0.573665,1.143568,0.000874,0.026111,97.56155
S00590,L0029,T01,590,40.891971,1.159776,0.969428,930.458267,73.523444,0.498742,1.345285,0.001267,0.020812,97.102758
S00061,L0003,T01,61,44.98253,1.217438,0.946237,907.991685,79.943151,0.533771,1.099385,0.000897,0.01977,98.207451
S00504,L0025,T01,504,46.404639,1.109779,0.814936,937.13803,74.371768,0.48452,1.157112,0.001083,0.022941,98.749203
S00522,L0026,T01,522,38.60784,1.00633,1.057061,894.730502,85.710129,0.529297,1.25794,0.00083,0.019172,97.583101
S00237,L0011,T01,237,43.551402,1.087251,1.064717,915.502882,91.956136,0.538322,1.085453,0.000649,0.023356,98.332705
S00069,L0003,T02,69,43.845287,1.021899,1.103187,892.396674,84.948813,0.542322,1.130148,0.000781,0.020964,97.652026
S00039,L0001,T04,39,45.252166,1.005874,0.854131,915.031397,69.970754,0.457467,1.081312,0.001327,0.027591,98.640248
S00444,L0022,T03,444,40.337916,1.178127,1.048056,933.561203,82.692379,0.496375,1.30057,0.001019,0.021152,95.420657
S00623,L0031,T02,623,40.540885,1.124994,0.829337,913.503594,85.79261,0.465644,1.161059,0.001491,0.026097,97.165642
S00009,L0000,T02,9,44.691717,1.117533,1.017441,,77.714399,0.566074,1.002819,0.000398,0.024663,94.881468
S00533,L0026,T02,533,43.385429,1.145324,0.917485,930.188578,87.919238,0.531503,1.223787,0.000729,0.019465,97.327032
S00076,L0003,T01,76,43.445074,1.270933,1.075334,901.196592,90.332003,0.585696,0.987808,0.000825,0.030516,96.372636
S00244,L0012,T01,244,43.875798,1.214303,1.164354,923.829621,94.46982,0.616632,1.070032,0.000813,0.043226,95.675217
S00585,L0029,T01,585,42.24112,1.125542,1.106665,917.712899,87.801881,0.515232,1.181166,0.001332,0.018585,98.056167
S00701,L0035,T01,701,40.594268,1.156991,0.996772,923.636238,83.686541,0.506884,1.254175,0.000924,0.019682,98.520987
S00355,L0017,T02,355,42.677404,1.268557,1.172179,941.623642,62.384037,0.669251,1.321628,0.000734,0.049489,93.823425
S00360,L0018,T03,360,43.684676,1.162768,0.991,918.457274,,0.536143,1.21521,0.000897,0.020095,97.410174
S00783,L0039,T03,783,38.042773,1.189243,0.946007,911.725416,71.466818,0.433286,1.389007,0.001115,0.032515,97.331967
S00198,L0009,T01,198,41.554768,1.225627,1.078954,929.901325,69.509811,0.589724,1.269311,0.0005,0.028975,96.174277
S00790,L0039,T02,790,37.689173,1.221459,1.052011,918.725739,74.206304,0.49238,1.435119,0.00125,0.021739,98.337182
S00113,L0005,T01,113,42.993125,1.130753,0.952536,913.879673,85.017472,0.492282,1.128925,0.000861,0.021754,96.65072
S00677,L0033,T03,677,39.027651,1.17497,0.973788,898.409392,109.650204,0.466605,1.093101,0.001469,0.053734,94.86553
S00757,L0037,T01,757,42.462507,1.079345,1.096872,904.032685,80.571373,0.533335,1.21303,0.00093,0.019711,99.8
S00626,L0031,T01,626,39.916923,1.07418,0.971255,895.254784,85.080466,0.478346,1.225618,0.001381,0.02393,98.547011
S00067,L0003,T03,67,42.419469,1.098193,1.005742,905.152649,69.876716,0.494371,1.247989,0.000789,0.021445,95.986974
S00382,L0019,T04,382,42.287826,1.152234,0.947879,931.046592,82.613706,0.573203,1.240199,0.000635,0.025892,96.809324
S00132,L0006,T01,132,38.452358,1.154693,1.080841,901.035204,88.727514,0.496939,1.198332,0.000956,0.021602,96.618157
S00014,L0000,T04,14,45.94284,1.197243,1.053698,930.935016,98.39467,0.686832,1.045829,0.000435,0.078106,90.996559
S00491,L0024,T01,491,44.634302,1.074358,1.040287,909.521635,80.784602,0.532,1.116645,0.00078,0.019532,96.199257
S00738,L0036,T01,738,40.583718,1.052554,1.078143,934.161903,78.997983,0.513309,1.296042,0.001253,0.018832,98.200953
S00068,L0003,T03,68,43.880878,1.148592,1.021511,921.78809,71.610225,0.527744,1.172041,0.000828,0.018969,99.355099
S00664,L0033,T03,664,41.718071,1.141329,0.937662,908.441154,88.853324,0.462439,1.122932,0.001286,0.027459,97.476612
S00080,L0004,T03,80,44.444564,1.018805,0.923915,927.223562,83.619445,0.410229,1.116145,0.000987,0.037994,97.820342
S00006,L0000,T02,6,40.35571,1.134337,1.031887,902.904253,73.404662,0.554196,1.268158,0.000867,0.02274,97.798961
S00720,L0036,T03,720,44.158373,1.224995,0.924104,901.016368,88.060046,0.521851,1.088715,0.001327,0.018254,96.404887
S00149,L0007,T01,149,41.289429,,0.913131,917.222039,82.430761,0.512859,1.245834,0.000925,0.018891,97.263831
S00101,L0005,T01,101,42.143466,1.011628,1.102007,917.873856,73.30632,0.531306,1.242774,0.000696,0.019439,96.143976
S00343,L0017,T01,343,42.609811,1.070735,0.979847,922.400836,92.661257,0.520899,1.114929,0.000553,0.021237,96.62478
S00074,L0003,T03,74,47.046375,1.1879,1.074137,906.784905,84.34649,0.632115,1.070067,0.000429,0.038598,97.600524
S00721,L0036,T01,721,37.895435,1.025809,0.963422,927.701217,71.46962,0.458008,1.410239,0.001375,0.02749,97.827962
S00592,L0029,T01,592,41.282188,1.216693,0.960975,904.737971,88.559814,0.508585,1.234202,0.000824,0.019831,96.961518
S00525,L0026,T01,525,40.198563,1.233686,1.070686,919.406054,81.530795,0.518109,1.237277,0.000848,0.018222,98.347061
S00241,L0012,T01,241,41.08032,1.206208,1.033404,922.104226,67.597091,0.560003,1.31244,0.000504,0.023661,97.604514
S00347,L0017,T01,347,38.379605,1.089564,1.063468,905.765847,96.800141,0.489742,1.220632,0.000881,0.029881,97.44288
S00549,L0027,T01,549,42.743042,1.273474,1.060491,938.473796,80.954293,0.609283,1.212306,0.000796,0.033085,98.109746
S00448,L0022,T02,448,40.970671,1.214336,1.021968,,78.051463,0.573224,1.225133,0.000494,0.025896,97.916766
S00634,L0031,T04,634,38.024245,1.118087,0.989584,,88.972882,0.503808,1.246389,0.001037,0.020783,97.845733
S00576,L0028,T01,576,40.089023,1.25078,0.790648,922.344372,83.62289,0.457802,1.226629,0.001126,0.027529,97.343165
S00656,L0032,T02,656,42.777506,1.318547,0.99284,910.670376,80.317651,0.614063,1.167956,0.000504,0.034173,96.583839
