sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00594,L0029,T02,594,,EXPOSED,50.0,68.138853,87.357504,-0.059027,109.179522,97.067716,,61.159467,2.350564,-0.849688,0.682174,49.386903,3.948543,1.794393,0.394966,0.061197,0.235426,FAIL
S00025,L0001,T01,25,POSITIVE,UNEXPOSED,50.0,100.897278,100.897278,0.00589,116.874592,99.359328,109.163505,42.825071,2.323091,-0.363524,0.764348,51.159613,2.435427,1.30243,0.338788,0.026385,0.048384,FAIL
S00542,L0027,T01,542,NEGATIVE,EXPOSED,50.0,80.085258,102.673408,0.006249,105.205738,100.491931,105.676539,52.307088,2.424552,-0.469979,0.638205,50.902745,1.822438,1.346334,0.038335,0.016693,0.012851,PASS
S00174,L0008,T01,174,NEGATIVE,EXPOSED,50.0,84.071091,107.783449,-0.044283,109.963975,99.59154,106.937131,58.807306,2.315431,-0.503765,-0.586077,52.490144,2.844291,1.767084,0.034723,0.036047,0.039049,PASS
S00116,L0005,T02,116,NEGATIVE,EXPOSED,50.0,76.590441,98.192873,-0.025583,110.403593,101.424165,103.349249,59.259111,2.447478,0.079703,-0.846544,51.005396,2.929624,1.457317,0.114824,0.061609,0.046853,PASS
S00390,L0019,T01,390,,EXPOSED,50.0,86.124325,110.415802,-0.100672,139.788068,97.154439,104.260161,58.594063,2.339823,0.672557,-0.844648,55.279678,4.389176,1.891091,0.020894,0.096247,0.153166,FAIL
S00618,L0030,T01,618,NEGATIVE,EXPOSED,50.0,75.7424,97.105642,-0.016833,123.024105,96.839301,105.157945,45.072751,2.330562,-0.933098,-0.992965,53.529613,3.400913,1.266611,0.137801,0.034308,0.061747,FAIL
S00646,L0032,T03,646,POSITIVE,UNEXPOSED,50.0,92.719266,92.719266,0.041383,107.419028,97.065979,110.541012,45.882149,2.479191,-0.112306,-0.780108,53.214151,2.397635,1.30982,0.554128,0.009393,0.07969,FAIL
S00414,L0020,T02,414,NEGATIVE,,50.0,76.929066,98.627008,0.096751,114.085288,97.142527,101.773083,53.610674,2.417388,-0.555851,0.579822,50.189199,3.910552,1.821483,0.133759,0.031745,0.119168,FAIL
S00088,L0004,T01,88,NEGATIVE,EXPOSED,50.0,87.999307,112.819624,-0.080625,139.526785,99.146954,107.532518,57.678903,2.3727,0.462465,0.19277,57.746197,3.850812,1.8748,0.000891,0.084474,0.09432,FAIL
S00511,L0025,T01,511,NEGATIVE,EXPOSED,50.0,80.059477,102.640355,-0.033488,130.113555,100.867138,106.945055,55.256528,2.360145,-0.147357,-0.370637,51.25054,2.588256,1.620408,0.068959,0.069239,0.034805,PASS
S00699,L0034,T01,699,POSITIVE,UNEXPOSED,50.0,105.534094,105.534094,-0.141559,111.301401,97.983213,112.274461,43.27449,2.372487,-0.593934,-0.312778,48.436641,4.22318,1.525389,0.148153,0.006875,0.127938,FAIL
S00638,L0031,T01,638,NEGATIVE,EXPOSED,50.0,83.118431,106.562091,-0.119131,122.628293,99.48088,106.972039,47.860559,2.412038,-0.967464,-0.396968,55.544023,4.95539,1.815996,0.026892,0.024657,0.192759,FAIL
S00212,L0010,T01,212,POSITIVE,UNEXPOSED,50.0,94.302561,94.302561,0.003791,112.679332,96.171095,110.727103,49.005933,2.32055,0.979372,0.617731,54.173078,2.761883,1.819654,0.413339,0.02523,0.098752,FAIL
S00574,L0028,T03,574,POSITIVE,UNEXPOSED,50.0,99.305296,99.305296,-0.029457,131.250548,96.889935,110.988849,45.026912,2.453118,0.491794,-0.606183,53.397434,2.928983,1.347718,0.457894,0.052517,0.105673,FAIL
S00053,L0002,T03,53,NEGATIVE,EXPOSED,50.0,74.011775,94.886891,0.097037,118.849963,94.992528,104.951514,44.056621,2.281463,0.317661,0.076328,49.562344,3.197445,1.243534,0.207354,0.027733,0.061324,PASS
S00049,L0002,T01,49,POSITIVE,,50.0,101.909613,101.909613,0.016962,115.101634,98.965654,109.245982,45.814222,2.361379,0.694994,0.922777,51.315002,3.112069,1.36044,0.213738,0.019676,0.06072,PASS
S00636,L0031,T01,636,NEGATIVE,EXPOSED,50.0,77.441113,99.283478,-0.027253,91.9143,101.184827,107.494682,50.339245,2.321241,0.341996,-0.514925,48.815781,2.426266,1.790603,0.038668,0.047105,0.029119,PASS
S00629,L0031,T03,629,POSITIVE,UNEXPOSED,50.0,98.415662,98.415662,-0.021716,118.961642,,104.639917,47.781603,2.397618,-0.205383,-0.476582,50.864625,2.463736,2.275087,0.312495,0.012772,0.073945,FAIL
S00029,L0001,T01,29,NEGATIVE,EXPOSED,50.0,80.361376,103.027405,-0.069213,103.604931,100.394505,103.786568,58.717415,2.31555,0.416738,0.780338,52.921219,3.200069,1.642696,0.027192,0.044299,0.04882,FAIL
S00251,L0012,T01,251,NEGATIVE,EXPOSED,50.0,85.850569,110.064832,0.051996,106.577194,94.114694,102.383002,52.075972,2.420315,0.14968,-0.57153,54.436805,2.743354,1.934608,0.016517,0.051497,0.038824,FAIL
S00526,L0026,T03,526,NEGATIVE,EXPOSED,50.0,76.61977,98.230474,-0.110041,,93.38523,105.422046,50.996758,2.407335,0.31439,0.106267,51.666628,3.755198,1.269558,0.114675,0.032582,0.076755,FAIL
S00490,L0024,T02,490,POSITIVE,UNEXPOSED,50.0,101.108911,101.108911,-0.017694,103.8589,97.009055,106.717984,43.292478,2.368336,0.24317,-0.304857,51.276075,1.622106,1.690008,0.248687,0.001366,0.022489,PASS
S00223,L0011,T01,223,NEGATIVE,EXPOSED,50.0,76.469053,98.037247,-0.049748,115.945031,97.778836,102.880027,58.05234,2.262849,0.84595,0.874231,50.265918,3.65423,1.652292,0.146687,0.053017,0.097803,FAIL
S00603,L0030,T01,603,NEGATIVE,EXPOSED,50.0,76.408743,97.959927,-0.129313,126.505568,96.080339,107.518277,58.605288,2.424043,0.398334,-0.300864,51.924365,4.166811,1.732275,0.113825,0.065402,0.141457,FAIL
S00429,L0021,T02,429,NEGATIVE,EXPOSED,50.0,81.102509,103.977576,0.02107,129.615475,102.682823,106.982938,54.241129,2.388965,0.802484,-0.237656,54.228365,2.741409,1.352803,0.037095,0.047176,0.029772,FAIL
S00548,L0027,T02,548,NEGATIVE,EXPOSED,50.0,87.101662,111.668797,-0.038258,119.264807,98.56461,103.375425,268.092755,2.430531,0.826465,-0.971557,55.62786,3.741862,1.668619,0.000813,0.017643,0.066901,FAIL
S00696,L0034,T01,696,NEGATIVE,EXPOSED,50.0,67.904854,87.057505,-0.136082,112.035683,98.414968,106.274495,64.932873,2.453518,0.104822,-0.248647,46.12002,3.992981,1.75779,0.413475,0.163104,0.298659,FAIL
S00546,L0027,T01,546,NEGATIVE,EXPOSED,50.0,71.775039,92.019281,0.051485,106.249287,99.577673,107.07746,53.100311,2.483603,0.281209,0.078581,47.174823,2.365709,1.682319,0.216644,0.031566,0.040763,PASS
S00032,L0001,T01,32,NEGATIVE,EXPOSED,50.0,76.650994,98.270505,0.140844,112.937055,95.692058,100.609148,59.502495,2.354564,-0.235782,-0.489587,49.585024,4.261596,2.194273,0.15977,0.064699,0.207232,FAIL
S00733,L0036,T02,733,POSITIVE,UNEXPOSED,50.0,104.512432,104.512432,0.02971,129.528495,100.775742,117.067345,41.418974,2.430159,-0.83449,-0.040819,57.132347,3.134476,3.325635,0.344293,0.008877,0.2141,FAIL
S00569,L0028,T01,569,POSITIVE,UNEXPOSED,50.0,92.381124,92.381124,0.178337,133.361396,96.55142,109.733204,49.911731,2.412542,-0.286409,-0.966682,53.053491,6.251992,1.258073,0.66267,0.070145,0.778504,FAIL
S00038,L0001,T02,38,NEGATIVE,EXPOSED,50.0,71.582362,91.772259,0.213887,110.244084,100.063156,106.956849,52.145224,2.331183,0.300147,0.346267,48.420658,5.48781,1.939535,0.261538,0.048735,0.451534,FAIL
S00419,L0020,T01,419,NEGATIVE,EXPOSED,50.0,73.799757,94.615072,-0.041712,121.742664,101.17263,378.580913,49.735779,2.334041,0.376097,0.284023,50.009773,2.707973,1.577365,0.189732,0.011737,0.045214,PASS
S00362,L0018,T01,362,POSITIVE,UNEXPOSED,50.0,102.696018,102.696018,0.034573,119.860952,101.053498,111.701571,45.436889,2.407761,0.007028,-0.934707,52.491004,3.141689,1.300883,0.22107,0.002418,0.05902,PASS
S00245,L0012,T01,245,NEGATIVE,EXPOSED,50.0,67.0408,85.949744,-0.037246,118.926941,100.016037,108.718479,,2.386044,-0.508357,-0.793191,49.869296,3.29852,2.458467,0.426886,0.004536,0.195057,FAIL
S00606,L0030,T03,606,NEGATIVE,EXPOSED,50.0,84.165766,107.904829,0.011948,120.053767,101.840221,105.541036,57.944938,2.333988,-0.717022,0.512268,56.033353,2.783638,1.377947,0.015121,0.047477,0.029455,FAIL
S00568,L0028,T01,568,NEGATIVE,EXPOSED,50.0,76.447796,98.009995,0.120964,116.483628,99.589313,106.176086,53.958481,2.413057,0.264838,-0.285052,50.840935,4.521693,1.645439,0.093313,0.026721,0.15401,FAIL
S00576,L0028,T03,576,NEGATIVE,EXPOSED,50.0,95.443675,122.363687,-0.071761,110.218909,96.675957,103.828303,63.476389,2.421965,-0.238368,-0.71476,56.877048,3.472868,2.430224,0.0,0.052525,0.086264,FAIL
S00330,L0016,T03,330,NEGATIVE,EXPOSED,50.0,72.059976,92.384585,0.029182,125.366154,100.977662,107.342725,51.880211,2.290581,0.872917,-0.803221,53.058718,3.561703,1.81017,0.258545,0.039162,0.126184,FAIL
S00702,L0035,T01,702,NEGATIVE,EXPOSED,50.0,79.235554,101.584044,-0.022418,130.312121,96.360041,107.149238,58.481084,2.377591,-0.910478,-0.260775,52.727626,2.625826,1.651627,0.052962,0.089262,0.036678,PASS
S00252,L0012,T02,252,NEGATIVE,EXPOSED,50.0,82.181007,105.360265,-0.039908,110.871579,92.495905,106.959812,51.034334,2.380668,0.308271,-0.426647,53.044719,2.80005,1.781673,0.023166,0.011782,0.034699,FAIL
S00263,L0013,T01,263,NEGATIVE,EXPOSED,50.0,85.592615,109.734122,0.121437,122.662236,95.199798,104.909536,60.561955,2.3424,0.265269,0.541997,53.615422,3.928962,1.58092,0.002978,0.084002,0.086865,FAIL
S00670,L0033,T01,670,NEGATIVE,EXPOSED,50.0,83.727471,107.342912,-0.04823,115.494554,96.796019,102.965641,47.292722,2.373219,-0.316788,-0.136239,51.487652,2.675936,1.832512,0.000855,0.043685,0.032737,PASS
S00194,L0009,T01,194,NEGATIVE,EXPOSED,50.0,77.421733,99.258632,0.104589,115.034296,98.643668,103.076934,50.541254,2.333163,-0.350443,0.25813,49.641754,3.512817,1.354774,0.105406,0.041291,0.065951,FAIL
S00152,L0007,T02,152,NEGATIVE,EXPOSED,50.0,84.757908,108.663985,-0.056794,138.474384,101.193382,103.287323,51.726579,2.289325,0.038769,-0.917481,53.773798,3.446702,1.777909,0.0,0.036896,0.058403,FAIL
S00751,L0037,T01,751,POSITIVE,UNEXPOSED,50.0,99.853979,99.853979,0.095676,114.763803,98.71988,108.045257,48.083042,2.356159,-0.554823,0.975881,51.868225,4.241012,1.442027,0.213557,0.024803,0.151606,FAIL
S00166,L0008,T02,166,POSITIVE,UNEXPOSED,50.0,92.301757,92.301757,0.032979,118.907114,96.502699,108.371196,57.71697,2.337829,-0.523418,-0.043017,51.466265,2.053086,1.317034,0.22591,0.107981,0.032046,PASS
S00428,L0021,T01,428,POSITIVE,UNEXPOSED,50.0,106.945781,106.945781,-0.069636,84.258176,97.059572,111.991832,48.031753,2.412704,0.736375,0.921441,48.394619,4.079556,1.612651,0.011786,0.007984,0.085297,FAIL
S00205,L0010,T01,205,NEGATIVE,EXPOSED,50.0,78.554503,100.710901,-0.085029,114.932331,97.171307,104.373644,57.892005,2.367009,0.670735,,50.355852,3.410051,1.242255,0.04231,0.009581,0.050262,FAIL
S00292,L0014,T01,292,NEGATIVE,EXPOSED,50.0,91.502031,117.310296,0.130503,110.026366,101.72216,103.070903,49.435332,2.424097,-0.82841,0.335788,54.63791,4.417776,2.112408,0.0,0.004228,0.13558,FAIL
S00224,L0011,T02,224,POSITIVE,UNEXPOSED,50.0,91.790355,91.790355,0.078759,118.388887,96.530075,113.375443,44.644553,2.357757,-0.264178,0.989662,56.921522,3.681698,1.918295,0.754088,0.020086,0.393211,FAIL
S00511,L0025,T01,511,NEGATIVE,EXPOSED,50.0,80.059477,102.640355,-0.033488,130.113555,100.867138,106.945055,55.256528,2.360145,-0.147357,-0.370637,51.25054,2.588256,1.620408,0.068959,0.069239,0.034805,PASS
S00323,L0016,T02,323,NEGATIVE,EXPOSED,50.0,74.524553,95.544299,0.02914,115.947206,97.428942,105.098778,59.729643,2.415177,0.378127,0.906139,50.215229,3.045551,1.512731,0.195899,0.064633,0.06604,PASS
S00328,L0016,T02,328,NEGATIVE,EXPOSED,50.0,82.073853,105.222889,-0.056127,109.487105,95.901607,109.069986,47.296847,2.393832,0.320151,0.960159,56.223898,3.645473,2.377011,0.005698,0.033869,0.093353,PASS
S00241,L0012,T01,241,POSITIVE,UNEXPOSED,50.0,106.242303,106.242303,0.123432,99.973624,98.194832,110.203532,62.736713,2.428009,0.103903,-0.483279,46.466288,4.098839,1.341629,0.031685,0.132488,0.105444,FAIL
S00433,L0021,T02,433,NEGATIVE,EXPOSED,50.0,82.294822,105.506182,0.073276,114.727697,99.85551,108.142736,56.544072,2.313327,-0.030393,-0.751498,54.516247,3.206508,1.574445,0.0,0.053387,0.045,FAIL
S00060,L0003,T01,60,NEGATIVE,EXPOSED,50.0,78.885848,101.135702,-0.019421,106.55131,99.701639,105.453463,48.951707,2.41559,0.876593,-0.430361,51.580685,2.40513,1.375247,0.048422,0.028873,0.0225,PASS
S00169,L0008,T01,169,POSITIVE,UNEXPOSED,50.0,108.447094,108.447094,0.154283,98.059397,100.973075,112.394612,41.791162,2.476145,0.978521,0.390264,47.697491,4.987252,1.611035,0.09041,0.030695,0.210008,FAIL
S00736,L0036,T02,736,NEGATIVE,EXPOSED,50.0,79.370943,101.757619,-0.049164,103.809192,100.913894,107.050676,53.389074,2.293953,0.2337,-0.444452,51.440262,2.288627,1.580378,0.068908,0.005447,0.022778,PASS
S00218,L0010,T02,218,NEGATIVE,EXPOSED,50.0,73.752882,94.554977,-0.179788,110.963311,100.13609,104.755167,57.982483,2.335991,-0.004018,0.242263,48.620821,4.684963,1.457141,0.177615,0.0512,0.202453,FAIL
S00332,L0016,T01,332,NEGATIVE,,50.0,76.54694,98.137103,0.007941,102.155135,97.793611,107.651266,44.461325,2.245288,0.545181,0.747134,49.836897,2.180827,1.585106,0.077709,0.013701,0.021825,PASS
S00460,L0023,T03,460,NEGATIVE,EXPOSED,50.0,75.979321,97.409386,-0.057396,137.167077,94.876364,99.739968,44.375593,2.378777,-0.972612,0.181895,47.48683,3.576451,2.55001,0.258411,0.060893,0.188203,FAIL
S00630,L0031,T01,630,POSITIVE,UNEXPOSED,,102.48467,102.48467,-0.005192,,97.115285,109.637359,45.755786,2.347869,0.396066,0.03288,49.571151,1.653349,1.222145,0.093592,0.02091,0.012271,PASS
S00745,L0037,T01,745,NEGATIVE,EXPOSED,50.0,80.830825,103.629263,-0.044235,120.511866,98.172181,108.089896,57.03242,2.377988,-0.3054,-0.941139,53.715186,3.553755,1.879022,0.041963,0.026479,0.072956,FAIL
S00396,L0019,T01,396,NEGATIVE,EXPOSED,50.0,74.336141,95.302744,0.073469,123.994965,100.855763,106.524581,53.50203,2.389107,-0.94924,-0.281017,50.560842,3.531374,1.536213,0.168115,0.043458,0.086745,FAIL
S00552,L0027,T01,552,POSITIVE,UNEXPOSED,50.0,98.455933,98.455933,0.00066,106.122988,98.408008,107.090869,65.374203,2.398215,0.492369,-0.315579,48.793463,1.893965,1.738966,0.04514,0.163821,0.024656,PASS
S00291,L0014,T02,291,POSITIVE,UNEXPOSED,50.0,95.915883,95.915883,0.13031,119.096504,100.74396,109.59483,49.254764,2.314476,0.750421,-0.799176,54.764443,4.599721,1.625736,0.339442,0.032909,0.28022,FAIL
S00514,L0025,T03,514,POSITIVE,UNEXPOSED,50.0,107.682484,107.682484,-0.055155,113.029646,95.794118,111.004852,47.430818,2.340411,-0.133585,-0.1628,49.161802,2.716948,1.40779,0.030321,0.04657,0.029455,PASS
S00030,L0001,T01,30,NEGATIVE,EXPOSED,50.0,74.7118,95.784358,-0.071254,126.620685,99.65673,,47.264688,2.502944,-0.736311,0.085277,50.932185,3.803968,1.310004,0.172785,0.019518,0.09166,FAIL
S00483,L0024,T03,483,POSITIVE,UNEXPOSED,50.0,88.404724,88.404724,-0.103927,116.590105,98.66353,110.086245,46.996683,2.363096,-0.214255,0.436277,55.602355,3.686732,1.616619,0.781438,0.023408,0.375055,FAIL
S00371,L0018,T02,371,NEGATIVE,EXPOSED,50.0,79.205611,101.545656,-0.109853,117.030586,98.308145,106.014456,53.871684,2.404169,-0.496089,0.445473,52.709112,4.20928,1.41137,0.057748,0.033127,0.101438,FAIL
S00358,L0017,T01,358,NEGATIVE,EXPOSED,50.0,74.678585,95.741775,-0.014003,101.306158,98.065164,107.169243,57.717749,2.402569,-0.956442,0.711393,51.041909,3.17839,1.603962,0.109159,0.044691,0.05848,PASS
S00402,L0020,T01,402,NEGATIVE,EXPOSED,50.0,77.642851,99.542117,0.008524,110.55499,102.841902,103.360979,56.420652,2.301456,0.292883,0.01723,48.382089,1.57759,1.513894,0.086782,0.032846,0.013636,PASS
S00309,L0015,T01,309,POSITIVE,UNEXPOSED,50.0,101.707283,101.707283,0.041431,121.548053,95.010018,111.873635,57.001605,2.286136,0.016781,-0.181124,48.561243,2.205182,1.197237,0.06476,0.111157,0.022142,PASS
S00117,L0005,T01,117,NEGATIVE,EXPOSED,50.0,77.215315,98.993994,,125.11655,99.20963,103.876204,53.573581,2.374574,-0.025492,0.738213,50.722628,4.113883,1.520149,0.115048,0.039267,0.116416,FAIL
S00325,L0016,T01,325,POSITIVE,UNEXPOSED,50.0,108.04038,108.04038,-0.017875,111.238981,100.993067,112.67495,61.157701,2.529453,-0.301629,-0.118528,47.581541,2.392771,1.824063,0.0,0.137787,0.032344,PASS
S00695,L0034,T01,695,NEGATIVE,EXPOSED,,82.937547,106.330189,-0.009389,128.986806,101.085941,103.926677,47.046227,2.314854,,,51.663375,2.473332,1.68643,0.042274,0.021248,0.027156,PASS
S00611,L0030,T01,611,NEGATIVE,EXPOSED,50.0,78.770205,100.987443,0.02832,125.23912,98.442296,104.447943,55.32291,2.405142,0.202899,-0.677126,50.917144,3.090185,1.229839,0.083603,0.064995,0.043925,PASS
S00648,L0032,T02,648,NEGATIVE,EXPOSED,50.0,81.669638,104.704664,0.034539,123.05143,93.868072,105.739389,48.634579,2.43894,0.66398,0.801809,53.277883,2.94626,1.285208,0.015271,0.025347,0.030393,FAIL
S00556,L0027,T01,556,NEGATIVE,EXPOSED,50.0,68.773777,88.171508,0.037622,122.259775,93.667122,105.706122,54.094944,2.354687,0.610186,-0.449728,49.612374,2.905181,1.691407,0.440568,0.057815,0.118973,FAIL
S00578,L0028,T01,578,NEGATIVE,,50.0,77.630781,99.526643,-0.015205,105.123072,103.279685,107.32416,60.643498,2.365554,-0.760331,-0.556345,50.226293,2.303588,1.451339,0.039619,0.065219,0.022983,PASS
S00119,L0005,T01,119,NEGATIVE,EXPOSED,50.0,70.875523,90.866055,-0.077451,113.041373,98.557494,101.098696,51.10252,2.425689,-0.86058,-0.466011,46.591502,3.631013,2.613232,0.37722,0.038311,0.248922,FAIL
S00610,L0030,T01,610,NEGATIVE,EXPOSED,50.0,83.066762,106.495849,0.02487,109.542263,96.88636,104.768772,47.338314,2.365954,-0.53166,0.999499,55.004692,2.926838,1.695209,0.026852,0.036125,0.03938,FAIL
S00564,L0028,T02,564,NEGATIVE,EXPOSED,50.0,77.0336,98.761025,0.025589,112.20816,102.143183,107.476914,53.106851,2.40258,-0.617003,-0.680383,43.654555,2.746172,1.515337,0.056557,0.022853,0.032395,PASS
S00599,L0029,T01,599,NEGATIVE,EXPOSED,50.0,78.638532,100.81863,,106.493695,95.905685,103.136217,46.72952,2.326398,-0.293031,-0.139212,51.492004,4.00259,1.537015,0.082371,0.001734,0.025608,PASS
S00698,L0034,T01,698,NEGATIVE,,50.0,74.340219,95.307974,-0.031471,110.226414,96.098117,107.465182,52.834276,2.510444,-0.284669,-0.794041,49.025332,2.721442,1.560278,0.136356,0.03166,0.041183,PASS
S00623,L0031,T02,623,NEGATIVE,EXPOSED,50.0,80.438373,103.126119,0.103387,105.485485,97.309393,104.179158,,2.460883,-0.85195,-0.315218,51.569345,3.698791,1.433598,0.037535,0.016837,0.062952,FAIL
S00797,L0039,T01,797,NEGATIVE,EXPOSED,50.0,89.897077,115.252663,0.033657,121.36703,95.250932,109.364105,57.931223,2.398252,0.142718,0.64817,58.833968,3.145146,2.640433,0.018629,0.050596,0.077577,FAIL
S00440,L0022,T01,440,POSITIVE,UNEXPOSED,50.0,110.261865,110.261865,0.010774,115.08372,96.031303,108.759573,51.770555,2.485723,0.623436,-0.08199,48.142446,2.142317,1.298735,0.003245,0.068475,0.016882,PASS
S00724,L0036,T02,724,NEGATIVE,EXPOSED,50.0,80.474492,103.172426,-0.015631,112.314198,99.390251,106.826604,47.369695,2.312099,-0.030454,-0.194278,52.193916,1.942155,1.505644,0.034894,0.039603,0.016233,PASS
S00147,L0007,T03,147,NEGATIVE,EXPOSED,50.0,78.733889,100.940883,0.013762,102.466438,99.767628,103.061778,52.393332,2.412058,,0.953472,52.137978,2.081171,1.333857,0.051849,0.008465,0.016126,PASS
S00468,L0023,T02,468,POSITIVE,UNEXPOSED,50.0,96.443172,96.443172,0.014264,115.063955,100.684924,110.615891,47.862581,2.431967,-0.500591,-0.365765,53.354266,2.325873,1.282677,0.355723,0.013649,0.044473,FAIL
S00409,L0020,T03,409,POSITIVE,UNEXPOSED,50.0,87.606366,87.606366,0.097012,107.027846,94.538424,112.283143,47.006332,2.362361,-0.31742,-0.570716,56.092071,3.24387,1.588008,0.755449,0.025132,0.274638,FAIL
S00395,L0019,T01,395,NEGATIVE,EXPOSED,50.0,83.776414,107.405659,0.067373,117.067629,100.442577,109.3845,59.772452,2.427251,-0.347695,0.762673,54.793787,3.528412,2.445568,0.018179,0.048668,0.094215,FAIL
S00128,L0006,T01,128,NEGATIVE,EXPOSED,50.0,84.986127,108.956573,-0.10262,147.978261,96.582603,104.980972,42.341397,2.422181,0.817384,-0.742294,55.629119,4.846349,1.484963,0.016204,0.030666,0.151634,FAIL
S00231,L0011,T01,231,NEGATIVE,EXPOSED,50.0,71.293609,91.402063,-0.003494,107.039587,94.682006,109.75713,56.435841,2.273854,-0.608096,-0.992597,47.748105,2.42418,2.861871,0.185728,0.040076,0.074111,PASS
S00193,L0009,T01,193,NEGATIVE,EXPOSED,50.0,75.106714,96.290659,-0.065187,107.861704,99.24691,108.654098,52.916823,2.337647,-0.045709,-0.29423,47.895098,2.345111,2.147347,0.104452,0.033047,0.038033,PASS
S00043,L0002,T01,43,POSITIVE,UNEXPOSED,50.0,99.482481,99.482481,0.05907,118.453659,99.554697,111.592196,64.123547,2.42596,-0.69911,-0.474612,50.718275,3.072788,1.193948,0.033276,0.170219,0.047755,PASS
S00072,L0003,T01,72,NEGATIVE,EXPOSED,50.0,68.201947,87.438393,-0.017334,121.878431,100.174881,110.102013,58.595399,2.419392,0.957812,-0.873122,52.650371,3.46227,3.00337,0.372025,0.076489,0.278418,FAIL
S00059,L0002,T01,59,POSITIVE,UNEXPOSED,50.0,98.846323,98.846323,0.049595,109.271636,97.268924,11.168353,42.62799,2.407506,-0.156592,0.577842,51.736083,2.829359,1.454141,0.405944,0.0,0.080274,FAIL
S00274,L0013,T01,274,POSITIVE,UNEXPOSED,50.0,99.513304,99.513304,0.003705,106.605301,98.958185,106.501912,42.60454,2.442455,-0.507332,-0.360974,50.489072,1.960112,1.398436,0.361904,0.021406,0.036337,FAIL
S00521,L0026,T01,521,NEGATIVE,EXPOSED,50.0,86.038755,110.306096,-0.154048,135.674614,95.005023,106.018467,48.77556,2.425025,0.947739,0.426076,56.463183,5.392153,1.518277,0.002395,0.025342,0.215589,FAIL
S00253,L0012,T02,253,NEGATIVE,EXPOSED,50.0,78.331956,100.425585,0.145975,107.600088,98.202798,103.592813,43.443615,2.287911,0.480357,0.054766,50.972818,4.147077,1.334586,0.094848,0.028564,0.101199,FAIL
S00634,L0031,T01,634,NEGATIVE,EXPOSED,50.0,83.234777,106.711253,0.094021,,99.643558,106.238281,52.689419,2.459327,-0.32741,-0.797013,54.418639,3.697354,1.102274,0.049177,0.048493,0.058852,FAIL
S00443,L0022,T02,443,POSITIVE,UNEXPOSED,50.0,106.9893,106.9893,0.053806,123.870611,98.036592,109.209902,43.796143,2.435984,0.994365,-0.932507,51.771162,4.149162,1.616124,0.167341,0.023949,0.137535,FAIL
S00031,L0001,T01,31,POSITIVE,UNEXPOSED,50.0,98.640296,98.640296,0.143267,116.222995,98.567745,109.371598,53.356196,2.314256,-0.098353,0.779247,49.621524,4.214446,1.170889,0.138763,0.065089,0.118943,FAIL
S00367,L0018,T01,367,POSITIVE,UNEXPOSED,50.0,94.376126,94.376126,0.055974,131.27746,97.461661,112.118933,60.989694,2.398905,0.432958,0.638477,53.749538,3.451265,1.208042,0.145767,0.156441,0.084497,FAIL
S00074,L0003,T01,74,POSITIVE,UNEXPOSED,50.0,106.077345,106.077345,0.121346,103.606977,102.920291,111.279993,55.734999,2.346369,0.968059,-0.53902,50.176716,4.390502,1.500236,0.004357,0.048784,0.110192,FAIL
S00295,L0014,T01,295,NEGATIVE,EXPOSED,50.0,87.97223,112.78491,0.090389,135.606847,96.05179,104.085322,65.632302,2.451298,0.687364,-0.280165,54.549319,3.556526,1.692909,0.017484,0.167698,0.086459,FAIL
S00773,L0038,T02,773,NEGATIVE,EXPOSED,50.0,72.488575,92.934071,-0.088291,122.568009,101.511872,106.16342,56.856819,2.502379,-0.464824,-0.51299,50.550669,3.924519,1.645168,0.242862,0.071631,0.157066,FAIL
S00591,L0029,T01,591,POSITIVE,UNEXPOSED,50.0,105.466603,105.466603,-0.059867,117.471087,99.526152,113.246012,53.780657,2.328766,-0.12877,0.126926,50.42708,2.518374,1.754173,0.058087,0.050638,0.032756,PASS
S00334,L0016,T01,334,POSITIVE,UNEXPOSED,50.0,99.758797,99.758797,0.069164,109.158587,98.182437,109.682598,59.054912,2.428686,-0.298878,0.589387,49.44671,2.448472,0.857318,0.012256,0.096653,0.018866,PASS
S00006,L0000,T01,6,NEGATIVE,EXPOSED,50.0,85.649129,109.806576,-0.034758,128.980524,99.123198,105.933842,58.987222,2.436179,-0.650585,0.738116,54.186583,3.246168,1.634227,0.0062,0.069741,0.05068,FAIL
S00305,L0015,T01,305,NEGATIVE,EXPOSED,50.0,76.334238,97.864407,0.092256,,102.428042,106.533092,42.322415,2.421894,-0.136578,-0.494429,51.081412,3.709892,1.440102,0.125282,0.006386,0.078148,FAIL
S00125,L0006,T01,125,NEGATIVE,EXPOSED,50.0,75.094445,96.274929,-0.051907,117.598327,98.02255,105.979322,62.397778,2.40041,0.005555,-0.422855,47.97507,2.827775,1.113852,0.159862,0.120402,0.046746,PASS
S00217,L0010,T01,217,NEGATIVE,EXPOSED,50.0,84.461261,108.283668,0.006319,106.260381,96.140299,102.185922,44.1297,2.410759,0.565715,0.30424,53.2855,1.417824,1.987256,0.004044,0.013102,0.011684,FAIL
