sample_id,lot_id,tool_id,sequence,photo_cd_nm,overlay_nm,etch_bias_nm,etch_depth_nm,cmp_dishing_nm,film_thickness_nm,final_cd_nm,resistance_proxy,defect_risk,electrical_result,yield_proxy
S00722,L0036,T02,722,51.314507,3.475804,-1.769539,965.58905,38.593602,62.458062,56.28544,89.457876,0.992719,FAIL,67.52715
S00712,L0035,T01,712,53.264215,3.539183,-0.848196,964.191732,24.092847,71.476683,56.256683,87.821529,0.984064,FAIL,66.338448
S00605,L0030,T05,605,50.05617,7.470083,-2.213576,941.021815,41.177432,,61.309958,76.739017,0.999981,FAIL,66.666424
S00047,L0002,T03,47,49.013656,5.544151,-0.356258,982.358792,43.984259,67.292168,58.741543,82.722889,0.999699,FAIL,63.43792
S00074,L0003,T04,74,50.793808,6.677458,-2.157715,937.638451,31.684764,64.934976,59.114832,81.336126,0.999736,FAIL,66.347672
S00056,L0002,T01,56,47.794204,8.297274,-0.831892,964.954841,38.452042,72.724837,61.69608,73.337381,0.999989,FAIL,65.116262
S00349,L0017,T02,349,47.837982,6.917944,0.105583,971.921036,46.776428,67.062441,62.445125,75.797862,0.999993,FAIL,67.634953
S00023,L0001,T01,23,51.51392,3.219571,-2.583899,908.103521,32.290086,69.654681,52.857959,95.487618,0.846983,FAIL,70.646278
S00350,L0017,T05,350,51.300419,4.076706,-1.50142,1061.230324,44.947002,68.721042,57.883126,86.391058,0.998902,FAIL,66.349009
S00092,L0004,T01,92,50.576864,4.306669,-0.812908,995.861394,47.671676,67.135753,58.697519,86.90648,0.999555,FAIL,67.588403
S00572,L0028,T02,572,52.024189,7.658443,-0.829943,973.952327,18.632694,71.712175,58.626041,81.697321,0.999486,FAIL,67.553546
S00696,L0034,T04,696,52.161602,7.143575,-1.030006,962.265217,30.901157,67.745676,61.54591,74.541603,0.999968,FAIL,66.556585
S00613,L0030,T03,613,53.366996,6.665868,-3.880634,1009.755216,31.239711,72.152031,56.876446,84.576657,0.998372,FAIL,68.52417
S00445,L0022,T01,445,49.117212,5.864173,-1.123068,943.420316,61.066022,71.713499,64.551162,66.877795,0.999999,FAIL,68.622563
S00440,L0022,T01,440,49.45594,4.336145,-3.88613,1018.677539,28.059768,71.541167,49.559654,103.112575,0.341251,FAIL,87.248591
S00666,L0033,T02,666,49.15577,,-0.041271,985.043767,18.669609,66.277605,51.780975,98.313165,0.433134,PASS,85.889808
S00527,L0026,T01,527,52.036997,5.196246,-1.540959,894.495397,36.33246,72.112775,58.858163,81.462926,0.999511,FAIL,67.915051
S00433,L0021,T03,433,52.65,7.161532,-1.004334,959.009245,24.334812,67.038,58.66675,83.29533,0.999545,FAIL,65.116454
S00633,L0031,T01,633,55.150282,5.412967,-1.245444,1038.987819,41.621553,69.171384,63.974696,71.054324,0.999994,FAIL,67.594146
S00524,L0026,T05,524,46.100812,3.015703,-2.832693,916.767919,72.941648,74.962029,52.495199,96.049643,0.972482,FAIL,69.711253
S00316,L0015,T02,316,48.840697,3.136522,-1.748202,987.163275,35.019559,67.158253,53.461458,92.322079,0.909429,FAIL,68.020123
S00210,L0010,T04,210,49.263794,3.433185,-0.286692,1090.262273,30.920299,63.958959,54.39508,93.693551,0.95081,FAIL,69.33485
S00641,L0032,T03,641,51.666505,3.360624,-1.190891,993.02975,8.707558,65.061401,50.848126,96.351706,0.244105,FAIL,90.275576
S00311,L0015,T03,311,50.618674,5.037073,0.305434,1065.804136,44.320094,66.12096,61.170941,80.635851,0.999947,FAIL,68.245833
S00326,L0016,T01,326,52.701917,2.993217,-2.065802,945.331818,29.488295,64.996877,54.582392,89.922404,0.944523,FAIL,70.01203
S00479,L0023,T05,479,50.923461,6.155412,-0.43567,1027.229648,19.585868,66.609968,55.389279,90.430358,0.987365,FAIL,65.76429
S00755,L0037,T03,755,52.243378,5.616969,-1.227449,990.430458,23.243944,62.109347,57.898344,88.622087,0.998212,FAIL,67.881725
S00048,L0002,T01,48,49.627561,6.292331,-2.200208,951.903255,26.43044,72.149777,54.702336,88.736767,0.985896,FAIL,67.360026
S00129,L0006,T05,129,48.593995,6.319525,-1.855762,1011.805615,23.09784,66.643096,53.075479,95.521691,0.941285,FAIL,67.276251
S00374,L0018,T01,374,47.915809,7.669774,-3.461632,994.000873,43.232381,64.194929,59.217389,78.667557,0.999918,FAIL,70.436399
S00623,L0031,T01,623,54.284835,4.408667,-1.567623,911.777087,33.572823,70.496276,58.174272,81.529476,0.9986,FAIL,65.202026
S00052,L0002,T02,52,49.48657,4.798387,0.556604,970.904334,24.619496,67.970165,57.086137,87.760995,0.995424,FAIL,66.763921
S00010,L0000,T01,10,46.86145,5.709235,-0.387757,946.304941,46.060678,70.103499,57.795222,83.50048,0.999468,FAIL,64.675095
S00130,L0006,T01,130,45.053298,4.958856,-2.001736,948.844564,32.665732,64.547078,49.922708,100.744443,0.541471,FAIL,80.823005
S00456,L0022,T01,456,50.305327,8.133964,-0.575936,963.139421,45.848883,67.737292,66.143464,67.231659,1.0,FAIL,67.65665
S00515,L0025,T02,515,50.331799,6.497005,-1.041495,1041.952461,32.780784,70.227386,58.839888,83.75915,0.999664,FAIL,64.989206
S00626,L0031,T01,626,47.272872,5.006007,-3.172556,1038.627904,55.158711,73.807926,56.499185,89.933271,0.998753,FAIL,69.72345
S00424,L0021,T02,424,49.908314,3.670764,-1.696154,1061.766801,47.27105,67.902579,55.78042,90.030353,0.993794,FAIL,66.637274
S00190,L0009,T03,190,48.512251,2.649063,-0.349314,998.171566,,71.696473,51.821463,98.030198,0.592441,PASS,81.541988
S00540,L0027,T02,540,48.552708,6.128622,-2.778868,978.123768,33.18586,66.900184,55.507744,90.224324,0.994455,FAIL,69.175043
S00525,L0026,T03,525,51.459943,4.170171,-2.455916,940.941704,38.597198,63.090055,56.224799,87.821371,0.994399,FAIL,65.409069
S00738,L0036,T01,738,49.416392,7.261935,-0.683153,934.455569,40.703544,58.427333,63.456369,77.55927,0.999996,FAIL,68.655698
S00370,L0018,T01,370,50.569713,3.686089,-0.922724,980.805992,59.071528,69.314608,59.20637,82.136541,0.999791,FAIL,66.233734
S00788,L0039,T01,788,47.595331,6.093108,0.807384,1053.440193,38.530189,65.108745,59.345491,83.66195,0.999804,FAIL,63.912915
S00412,L0020,T01,412,49.412191,6.022465,-1.983687,974.743983,24.511642,66.728401,53.272517,94.380455,0.94666,FAIL,67.342035
S00218,L0010,T02,218,,5.350419,-2.469485,961.373882,32.748151,70.430589,57.505836,83.102129,0.998363,FAIL,69.886387
S00385,L0019,T03,385,46.563067,6.587086,-0.867519,968.470859,49.827022,67.61392,59.833542,80.234982,0.999943,FAIL,67.98898
S00624,L0031,T02,624,49.50201,6.189397,-1.118035,982.627192,33.52566,68.127846,58.877758,82.240684,0.999641,FAIL,66.550997
S00510,L0025,T01,510,51.508283,4.114494,-2.502972,977.563232,43.593011,59.452821,57.51606,86.201094,0.998441,FAIL,69.606601
S00620,L0031,T02,620,47.477398,4.97686,-0.928006,924.613734,47.748281,66.757607,57.094497,85.478509,0.99882,FAIL,67.247188
S00295,L0014,T02,295,240.7258,0.253534,-3.247078,986.480611,35.156805,63.656649,45.934521,111.085714,0.289071,PASS,88.250118
S00247,L0012,T02,247,47.285799,3.155701,,908.202121,25.301365,70.835241,49.866104,99.899348,0.250588,PASS,92.904357
S00100,L0005,T01,100,52.930001,6.436864,-1.519426,977.598216,33.228986,63.649703,61.423012,79.204726,0.999957,FAIL,65.274806
S00085,L0004,T02,85,49.90368,4.622852,-2.283085,907.527334,42.58394,62.488724,57.6999,88.360543,0.998868,FAIL,67.265275
S00534,L0026,T02,534,50.051701,4.654627,-1.841869,1102.265558,42.672623,69.567323,57.539454,85.556337,0.998737,FAIL,67.31901
S00681,L0034,T01,681,52.068391,4.906164,-0.640396,1014.540142,52.14487,68.942786,62.696522,74.480271,0.999989,FAIL,65.703397
S00193,L0009,T01,193,49.135205,5.803093,0.28417,926.393049,30.63953,63.852038,57.565186,88.121784,0.99857,FAIL,67.881594
S00232,L0011,T03,232,50.29778,6.793293,-2.303526,947.098774,39.666011,63.773218,58.588599,83.264075,0.999754,FAIL,68.277568
S00104,L0005,T02,104,50.53913,1.857221,-2.054158,972.568664,26.143826,69.916162,51.632191,98.467134,0.445076,FAIL,84.23761
S00081,L0004,T01,81,49.559037,3.879643,-3.971397,921.208348,28.740308,71.392788,50.967504,94.395704,0.574579,PASS,81.035158
S00160,L0008,T01,160,48.701468,4.934161,-2.019626,985.528075,36.161876,68.263622,54.547512,93.729272,0.98283,FAIL,68.238749
S00783,L0039,T01,783,51.958713,4.326579,-3.015681,1006.741562,52.78455,63.671891,58.365915,85.842787,0.999566,FAIL,69.362284
S00339,L0016,T01,339,49.640579,4.34072,-2.599248,985.444378,29.536354,70.032091,52.772898,96.01071,0.880391,FAIL,71.638619
S00152,L0007,T01,152,52.479828,5.387759,-2.05637,911.813398,35.779966,70.713696,58.305258,83.529633,0.999281,FAIL,68.745193
S00180,L0009,T01,180,43.173366,5.489994,-0.092351,916.704961,19.642238,66.241177,47.113522,105.76188,0.41581,PASS,87.343398
S00287,L0014,T01,287,49.211019,3.39817,0.241979,1004.725201,31.509771,66.02197,53.995761,93.201303,0.934553,FAIL,72.851844
S00796,L0039,T03,796,50.853996,4.583219,-0.725371,998.647114,33.130915,77.206338,57.094336,82.292216,0.996859,FAIL,67.3605
S00031,L0001,T04,31,52.518373,4.428114,0.777875,939.636885,26.960004,72.573629,61.178958,74.717377,0.999819,FAIL,68.240519
S00516,L0025,T04,516,47.742919,4.270997,-0.692113,,5.738515,61.00978,49.493264,102.496761,0.122623,PASS,94.802827
S00444,L0022,T01,444,52.140107,3.931973,0.042007,1051.984559,61.227232,77.563553,62.425188,75.467402,0.999987,FAIL,67.863276
S00020,L0001,T02,20,48.908907,2.938591,-1.012785,1007.557691,25.069325,65.916491,50.88907,97.491013,0.404304,FAIL,84.362964
S00741,L0037,T01,741,51.518215,2.751649,-2.519298,964.742718,48.62272,67.063155,54.67423,91.454064,0.979202,FAIL,67.388717
S00767,L0038,T01,767,46.413728,4.266063,-2.25014,988.132009,21.956724,71.690609,48.52323,106.32579,0.135396,PASS,95.846378
S00209,L0010,T02,209,51.872408,4.41532,-1.185597,1044.881111,35.694256,60.649071,58.16381,85.084722,0.998747,FAIL,69.215929
S00441,L0022,T02,441,47.566056,7.976198,-1.930328,940.922274,20.420372,70.876087,54.161812,89.319083,0.985823,FAIL,68.066723
S00597,L0029,T01,597,48.311578,4.313473,-2.715194,1018.376943,41.304005,68.793133,52.666456,95.26019,0.927301,FAIL,70.366801
S00014,L0000,T02,14,48.673805,7.263485,-0.912526,934.487647,50.037316,71.411421,64.503301,72.181149,0.999999,FAIL,67.138265
S00714,L0035,T03,714,50.613757,5.795733,-3.797723,932.926861,30.352155,65.206469,54.242512,91.758219,0.979597,PASS,68.255161
S00111,L0005,T05,111,51.234497,6.170001,-0.086161,1004.542834,48.589776,68.506937,64.114623,71.040856,0.999998,FAIL,70.039346
S00004,L0000,T02,4,51.899975,2.434045,-1.630398,1020.092648,51.415195,70.501704,57.145731,84.338173,0.997099,FAIL,67.112607
S00754,L0037,T03,754,49.358676,0.826044,0.182881,955.617688,42.125251,64.796969,51.509211,98.09803,0.523976,FAIL,81.251556
S00486,L0024,T04,486,50.388617,1.577744,-0.394921,1038.339516,45.994144,68.955386,55.012716,92.912275,0.969226,FAIL,68.660187
S00418,L0020,T01,418,56.173995,4.551316,-0.866159,971.88238,33.873715,71.254716,62.915418,72.983659,0.999971,FAIL,67.842504
S00053,L0002,T01,53,50.431777,5.215693,-3.321962,1025.519557,45.852413,66.916522,57.424838,82.643688,0.999097,FAIL,67.09689
S00673,L0033,T02,673,53.30462,6.354894,-0.122194,963.981083,35.57968,65.815567,64.667347,73.543562,0.999997,FAIL,69.075818
S00125,L0006,T02,125,49.667272,7.111065,-0.020179,927.966388,22.65696,68.755968,57.383826,85.054736,0.998576,FAIL,67.152179
S00376,L0018,T01,376,49.544155,5.512315,-1.963308,992.500907,50.570758,68.123581,59.98865,79.731232,0.999922,FAIL,65.343504
S00214,L0010,T04,214,51.171013,5.837943,-0.457536,986.297416,18.039317,66.484926,56.510804,85.586831,0.99349,FAIL,68.637005
S00101,L0005,T03,101,50.700153,5.593918,-1.408745,1086.849098,32.732551,727.78611,57.359226,85.460899,0.998349,FAIL,66.173862
S00216,L0010,T01,216,44.782613,3.775976,0.577338,1074.482209,33.889949,72.057612,51.510291,94.610441,0.725392,FAIL,75.077389
S00292,L0014,T02,292,50.854892,4.175927,-1.520489,1029.610474,45.510348,66.336384,58.785884,85.275291,0.999505,FAIL,65.610777
S00729,L0036,T01,729,48.108023,4.005918,-1.374336,935.829717,,65.427329,56.176966,89.698955,0.996882,FAIL,69.088944
S00235,L0011,T01,235,44.96101,2.863893,-1.352249,999.147831,24.113584,70.896769,47.14593,107.233084,0.213871,FAIL,93.098543
S00682,L0034,T01,682,52.948778,3.882963,-0.079129,981.354381,45.778124,63.113858,61.392272,79.708361,0.999931,FAIL,67.072973
S00622,L0031,T05,622,46.784819,3.704085,-0.415847,967.513047,38.735758,,50.867602,100.721447,0.666275,FAIL,77.287418
S00786,L0039,T02,786,48.639289,4.442811,0.781397,967.649814,42.354792,68.103645,57.629149,85.73311,0.998684,FAIL,66.100789
S00038,L0001,T03,38,46.865185,8.312607,-1.932398,941.153222,31.678568,71.838195,57.647407,84.114626,0.999591,FAIL,67.190331
S00611,L0030,T01,611,53.276858,3.618192,-3.957026,1036.533369,24.73219,69.975388,54.121673,92.54562,0.92314,FAIL,69.088149
S00612,L0030,T03,612,49.445014,4.883561,-2.68942,1020.102826,45.295151,71.185008,56.110961,86.533207,0.996913,FAIL,68.075461
S00379,L0018,T02,379,50.864915,4.249888,-0.791917,941.592357,36.690578,64.48056,57.400805,85.356432,0.99765,FAIL,66.105777
S00774,L0038,T02,774,51.720501,4.380189,-1.963792,1013.744073,31.186086,66.852877,57.479858,87.651543,0.997186,FAIL,67.170931
S00043,L0002,T03,43,50.357747,6.903974,-3.368538,964.244958,19.064491,67.532955,52.330133,97.833508,0.901982,PASS,69.822537
S00638,L0031,T03,638,50.296422,0.63031,-1.874645,1032.285442,45.043613,67.963765,50.588826,101.127034,0.489608,FAIL,87.367757
S00735,L0036,T01,735,51.014282,5.231358,-0.339622,976.014846,39.119931,69.049911,60.02122,79.984427,0.999837,FAIL,69.218611
S00128,L0006,T04,128,47.767498,4.826177,-1.549183,1018.461886,54.296055,67.342076,60.219135,83.029195,0.999928,FAIL,68.12082
S00656,L0032,T05,656,51.698972,5.64968,-1.604296,998.86038,47.559986,68.041092,62.13128,75.684229,0.999984,FAIL,66.840292
S00083,L0004,T03,83,50.936741,3.066086,-1.064027,1040.843325,42.962245,67.19058,54.741081,93.935228,0.976695,FAIL,66.412659
S00299,L0014,T01,299,51.275604,3.622871,-0.563063,977.940577,17.615393,74.202913,54.252417,89.970099,0.900346,FAIL,71.878233
S00467,L0023,T01,467,52.638588,2.126907,-1.377901,971.572867,31.964506,71.404723,54.657515,91.127522,0.933465,FAIL,69.61686
S00464,L0023,T02,464,52.146308,4.989307,-1.92024,1002.419529,48.319965,71.05109,62.234486,73.294408,0.999981,FAIL,66.075888
S00637,L0031,T01,637,,5.817698,-0.494282,997.420864,34.079647,61.585292,63.228789,72.860159,0.999987,FAIL,66.007981
S00228,L0011,T04,228,54.137959,4.553632,-1.498026,,47.186026,71.746787,65.514133,67.386456,0.999998,FAIL,68.36867
S00579,L0028,T03,579,46.65405,2.035934,-2.958434,1023.906172,22.160094,62.381002,45.298056,112.204557,0.42471,PASS,86.872457
S00497,L0024,T02,497,51.167044,5.020749,-1.364133,1083.712878,56.043546,74.774094,62.548446,75.894734,0.999991,FAIL,63.159299
S00084,L0004,T02,84,,3.002489,-3.342837,987.733369,34.101019,65.277809,54.647748,91.20776,0.958706,FAIL,66.638286
S00242,L0012,T01,242,50.958764,4.81964,-1.943147,1011.31246,41.328365,67.795392,56.809582,87.344433,0.997739,FAIL,67.994322
S00102,L0005,T01,102,48.415278,7.697444,-2.611211,1015.413319,48.341479,66.193856,62.634378,72.876262,0.999996,FAIL,68.081802
S00509,L0025,T02,509,49.634424,4.971821,-1.342907,947.733559,25.008396,66.321645,52.985631,93.136304,0.900365,FAIL,69.354735
S00734,L0036,T03,734,45.653871,3.83012,-1.294121,969.475327,43.968209,66.121015,51.702145,96.365624,0.845994,FAIL,72.862139
S00257,L0012,T01,257,49.922464,6.52758,,1015.000826,34.024171,67.27912,61.36635,78.045019,0.999959,FAIL,69.919662
S00312,L0015,T02,312,49.159049,5.707148,-1.642746,960.375273,33.130959,65.034311,56.7019,88.556478,0.997406,FAIL,65.375222
S00625,L0031,T04,625,52.177208,3.834271,,977.414425,23.324182,69.421222,56.519646,85.874766,0.988155,PASS,66.444332
S00333,L0016,T05,333,49.203551,2.721408,-1.080026,1026.236831,56.352751,68.032735,54.965502,89.413502,0.988974,FAIL,68.817026
S00716,L0035,T05,716,49.638913,4.967341,-1.395692,1072.801003,43.330174,63.565569,58.118657,86.532163,0.999334,FAIL,66.752382
S00206,L0010,T02,206,49.475278,0.864685,0.287889,995.052875,,60.308037,52.362415,98.365213,0.813241,FAIL,75.027666
S00657,L0032,T03,657,48.274827,6.199522,-0.555323,953.450957,29.557112,67.536439,55.365726,91.363339,0.992667,FAIL,67.840356
S00554,L0027,T01,554,50.887643,5.872515,-2.162975,980.429541,12.881501,63.317261,52.486868,95.618855,0.823553,FAIL,73.817104
S00639,L0031,T02,639,47.937653,4.724851,-2.169257,966.65122,40.959024,69.01602,54.879313,89.37803,0.98882,FAIL,66.497747
S00667,L0033,T01,667,50.676814,6.097846,-1.307181,962.486764,40.828591,71.480575,60.864213,79.75167,0.999949,FAIL,66.106588
S00174,L0008,T02,174,49.603762,6.745734,-3.132186,964.662153,30.859218,66.268571,57.26745,82.788431,0.998827,FAIL,65.393281
S00659,L0032,T02,659,50.283605,5.117858,-1.113622,1016.37178,29.800421,58.867292,57.234175,90.448451,0.997347,FAIL,67.630955
S00662,L0033,T04,662,47.960461,4.514664,1.571368,1004.50127,25.95993,64.906272,57.357283,86.447896,0.996109,FAIL,67.875655
S00480,L0024,T03,480,51.10526,4.259751,-1.607368,983.203453,35.516688,70.796083,56.16892,88.982595,0.993343,FAIL,64.510848
S00690,L0034,T02,690,50.191792,2.903275,-1.086359,923.301102,73.316309,66.343919,60.498563,79.386577,0.999952,FAIL,63.929622
S00166,L0008,T03,166,51.206855,8.890756,0.356635,1031.417759,30.494484,61.763332,62.822731,74.299718,0.999995,FAIL,68.457434
S00400,L0020,T01,400,49.544055,0.871587,,1004.032833,21.475387,64.435236,48.036998,102.104142,0.044949,PASS,98.394112
S00115,L0005,T01,115,49.865,,-1.873974,988.178894,48.823091,63.969516,54.245198,91.650354,0.971739,FAIL,69.58197
S00542,L0027,T01,542,50.036373,8.293654,-2.76415,988.759839,15.523987,66.188534,78.871304,92.819302,0.963403,FAIL,69.246601
S00503,L0025,T01,503,49.919052,4.517668,-1.709389,948.978169,36.834615,65.384767,55.743743,88.911244,0.992262,FAIL,66.828675
S00278,L0013,T01,278,49.855258,6.752871,-1.378687,909.115078,38.055478,62.627416,59.633008,83.245145,0.999881,FAIL,68.276609
S00404,L0020,T01,404,54.314034,7.510709,-1.089095,999.192327,6.750202,68.41084,55.98183,88.943403,0.991307,FAIL,67.197244
S00715,L0035,T02,715,50.518323,3.928809,-1.258481,967.692677,26.870109,64.535124,55.36967,89.949108,0.976832,FAIL,68.816069
S00253,L0012,T02,253,48.787828,2.529344,-0.072215,984.298197,44.38166,69.161173,54.436301,89.682856,0.965385,FAIL,67.10412
S00230,L0011,T03,230,51.605192,2.895191,-0.111808,959.920675,24.314531,72.371462,53.955619,91.050842,0.881282,FAIL,71.946291
S00462,L0023,T01,462,47.330953,2.978768,-0.922411,981.951254,37.43534,65.037081,51.408937,100.135844,0.674045,PASS,78.091343
S00647,L0032,T03,647,46.465365,5.307532,-0.833942,1016.195354,52.655547,63.085987,57.21435,88.781033,0.999295,FAIL,66.118022
S00384,L0019,T02,384,47.963065,4.195923,-2.615506,1010.09391,30.316053,68.424461,52.574883,94.916797,0.86002,FAIL,73.206426
S00239,L0011,T01,239,53.321646,7.358175,-3.332736,950.141358,44.968716,71.088487,63.658474,73.126229,0.999998,FAIL,65.391433
S00375,L0018,T02,375,51.048324,5.060012,-2.386197,989.902547,53.378599,73.624652,62.066612,75.520375,0.999984,FAIL,67.685029
S00472,L0023,T02,472,50.279444,7.633409,-0.532614,920.827961,62.227755,67.765655,72.098389,57.976074,1.0,FAIL,68.893878
S00733,L0036,T01,733,48.838652,4.035758,-1.995946,1006.527431,55.990181,61.450002,57.954986,87.50003,0.999424,FAIL,65.307302
S00709,L0035,T01,709,50.895721,4.68648,-0.719194,988.799673,30.580989,67.702553,56.08117,89.159454,0.992277,FAIL,68.139244
S00760,L0038,T02,760,48.076046,4.771417,-3.617289,981.066779,31.912697,75.30492,53.2557,92.886022,0.937432,FAIL,68.227604
S00787,L0039,T01,787,52.2505,4.14844,-0.557522,920.172961,31.433131,68.215668,57.1141,86.773752,0.995876,FAIL,67.346325
S00707,L0035,T02,707,52.872724,4.12452,0.028643,934.085679,60.806937,70.573818,63.706809,74.879393,0.999996,FAIL,67.47532
S00069,L0003,T02,69,48.792011,5.86615,-2.332631,936.470785,42.083695,68.549078,58.735404,82.752726,0.999709,FAIL,69.216099
S00359,L0017,T01,359,47.353926,4.841437,-0.387193,1021.472398,45.439864,66.201619,58.079442,82.185123,0.999352,FAIL,66.489395
S00575,L0028,T03,575,53.328541,4.026432,-3.84975,1002.985524,43.143382,67.670203,57.424917,85.204012,0.998212,FAIL,64.986227
S00686,L0034,T01,686,52.42821,5.195853,-0.893833,1008.476778,58.099155,63.03584,65.296645,71.475926,0.999999,FAIL,67.868546
S00426,L0021,T04,426,51.304789,3.042957,-2.678582,1007.17102,33.177904,61.104128,54.650526,91.603662,0.957488,FAIL,69.894927
S00743,L0037,T02,743,51.879655,4.865469,-2.389365,950.769427,30.429966,73.939152,56.920968,88.575079,0.996315,FAIL,67.559081
S00252,L0012,T02,252,51.194418,4.414007,0.338649,935.647243,62.172246,63.223444,64.830208,69.74663,0.999999,FAIL,64.390473
S00448,L0022,T03,448,45.773873,2.953693,-1.526342,983.664914,19.765773,59.940299,45.357083,111.033772,0.48266,FAIL,83.256378
S00321,L0016,T03,321,49.467755,2.989157,-0.9775,963.328903,48.93783,70.504918,55.292489,88.594759,0.98869,FAIL,67.100469
S00361,L0018,T02,361,50.039926,5.745305,-2.527479,1053.363212,21.615546,66.532189,53.867547,93.517133,0.955565,FAIL,67.585616
S00335,L0016,T04,335,51.3264,6.135536,-1.126112,981.714326,37.000786,74.58036,60.863345,74.635727,0.999938,FAIL,63.047128
S00124,L0006,T02,124,52.677569,6.146645,-0.154882,995.264301,48.373631,70.097743,66.993799,66.835859,1.0,FAIL,67.846095
S00708,L0035,T04,708,,4.320169,-2.873173,1009.354204,35.067587,71.7106,52.945617,95.229628,0.919033,FAIL,69.72701
S00015,L0000,T03,15,54.547391,4.341207,-2.577897,911.432007,67.753314,67.63103,63.833113,73.567179,0.999998,FAIL,67.769099
S00199,L0009,T01,199,48.447193,4.581645,-1.792659,919.579786,,67.993143,52.353935,95.765247,0.848071,FAIL,71.666649
S00419,L0020,T01,419,51.809694,4.959568,-0.868588,964.960425,,67.025072,60.092565,81.663646,0.999845,FAIL,66.45914
S00785,L0039,T01,785,46.578326,6.26629,-1.080439,916.384924,39.266515,68.490183,57.480273,85.207666,0.999226,FAIL,66.235948
S00763,L0038,T03,763,44.868754,4.043888,-1.037224,1021.351106,48.35474,68.775372,51.931498,96.200092,0.902425,FAIL,70.04094
S00544,L0027,T01,544,49.644433,5.472781,-1.181932,959.615303,22.472878,65.772867,52.70448,97.592849,0.887189,FAIL,70.92041
S00736,L0036,T03,736,49.812272,4.804699,1.545944,971.226719,34.329767,72.331489,57.629247,87.204108,0.998263,FAIL,69.053006
S00799,L0039,T02,799,48.72438,0.334571,,1046.168841,29.741252,67.459913,49.642367,100.313281,0.091141,PASS,97.690369
S00437,L0021,T03,437,46.762491,2.222379,-1.62139,1005.048993,42.689542,65.990568,49.432864,102.302661,0.287878,PASS,87.74674
S00329,L0016,T03,329,486.24062,4.406612,-0.550849,1017.424943,30.757853,67.098391,54.677474,88.180074,0.97383,FAIL,69.114428
S00772,L0038,T02,772,48.217258,4.092354,0.030923,948.879746,46.529378,76.007938,58.449764,84.63142,0.999365,FAIL,68.555889
S00080,L0004,T01,80,50.750711,1.455064,0.495353,946.147909,20.689914,75.724292,51.935465,96.920562,0.387246,PASS,85.735343
S00249,L0012,T01,249,46.274685,2.976223,-1.349227,982.587337,56.366119,68.627108,52.647901,95.840846,0.94035,FAIL,69.945789
S00604,L0030,T05,604,46.899234,4.810557,-1.239358,1035.593242,57.034464,69.038033,57.489199,86.276093,0.999443,FAIL,65.544528
S00504,L0025,T04,504,51.312882,4.524459,-2.042716,994.906997,33.759776,65.635265,56.723317,86.065854,0.995812,FAIL,65.210788
S00137,L0006,T02,137,50.862793,2.357894,1.729452,967.658546,20.279329,65.392323,55.781096,89.428399,0.952632,FAIL,68.939083
S00055,L0002,T01,55,54.039984,6.272849,0.779422,974.115599,33.621494,70.896852,64.135709,70.371271,0.999995,FAIL,66.124715
S00703,L0035,T04,703,48.845366,3.580516,-1.826558,934.17806,9.601145,72.045968,50.549175,98.897166,0.227696,PASS,91.265044
S00109,L0005,T01,109,47.594589,5.706255,-3.096444,1035.618449,48.770271,71.260752,57.2695,82.781753,0.999301,FAIL,64.909147
S00297,L0014,T01,297,49.46681,7.130966,-1.545077,1097.500031,29.999106,72.536198,58.280538,84.797626,0.99954,FAIL,66.003473
S00179,L0008,T03,179,49.396236,3.447954,-3.394505,988.799949,34.63258,66.791675,50.063358,100.418045,0.427284,PASS,85.607056
S00405,L0020,T04,405,49.622203,6.357793,-0.874258,967.859738,36.408232,73.709121,60.54673,79.507974,0.999925,FAIL,64.932003
S00451,L0022,T04,451,50.092002,5.155918,-2.679707,1038.100914,34.309608,65.061841,56.974622,86.921341,0.997495,FAIL,67.792075
S00138,L0006,T02,138,51.05843,3.55987,-3.959508,1082.846354,41.589103,65.507918,55.393774,91.399106,0.987924,FAIL,70.420824
S00582,L0029,T01,582,51.037694,4.722122,0.086702,1024.880084,35.049553,65.217465,59.058887,81.31939,0.999447,FAIL,67.027525
S00360,L0018,T01,360,50.482927,2.764644,-0.620663,1001.561772,16.502667,66.474302,52.118213,96.146107,0.511575,PASS,82.033691
S00566,L0028,T04,566,49.44537,3.841142,-0.861368,947.583883,36.282329,63.872423,57.346341,88.56517,0.996985,FAIL,67.147856
S00541,L0027,T05,541,50.401968,8.667795,-1.121617,1024.801825,20.191243,68.535017,56.26634,87.47774,0.998023,FAIL,64.77043
S00398,L0019,T01,398,51.009138,,-2.746664,973.242604,23.284619,62.260184,49.785591,101.806057,0.109647,PASS,98.585618
S00617,L0030,T01,617,49.609121,3.084166,-2.026054,1018.775115,49.304291,71.377857,54.182537,92.376266,0.974559,FAIL,66.768605
S00587,L0029,T03,587,50.473392,2.137827,-1.722979,952.918005,56.932304,67.264728,53.732544,95.269531,0.963713,FAIL,68.375154
S00019,L0000,T05,19,53.936595,4.101429,-2.02939,969.281963,57.738801,69.178542,61.873314,78.178601,0.999978,FAIL,68.258037
S00401,L0020,T03,401,48.027542,2.628158,-2.477784,921.669158,42.960503,65.785046,49.792258,101.655608,0.396351,PASS,85.785589
