sample_id,lot_id,tool_id,sequence,field_x,field_y,reticle_id,align_quality,ambient_temp_c,overlay_x_nm,overlay_y_nm,residual_nm,spec_pass
S00458,L0022,T02,458,0.841146,0.021884,1,0.878207,21.05151,6.278412,-0.020597,6.278446,PASS
S00752,L0037,T04,752,0.415724,-0.884642,3,0.828532,21.941063,4.886008,-2.674621,5.57016,PASS
S00727,L0036,T01,727,-0.421999,0.840946,1,1.0,22.30325,1.32207,0.621376,1.460814,PASS
S00675,L0033,T01,675,-0.077324,-0.332737,3,0.885831,21.486259,4.255955,0.895891,4.349227,PASS
S00283,L0014,T01,283,0.521657,-0.214434,2,0.894036,22.180953,4.138687,0.656282,4.190398,PASS
S00361,L0018,T01,361,0.404389,0.525057,1,0.708994,23.121836,3.11281,2.43423,3.95159,PASS
S00457,L0022,T01,457,-0.568849,-0.346794,1,0.873817,21.77456,0.675063,-0.419543,0.794812,PASS
S00114,L0005,T01,114,-0.730032,-0.853045,2,1.0,22.882567,0.851478,-3.596848,3.696259,PASS
S00263,L0013,T01,263,-0.87184,-0.103366,2,0.744183,21.228347,-0.812598,0.359514,0.888575,PASS
S00536,L0026,T03,536,-0.100235,0.916195,4,0.824257,21.933148,4.685051,3.0178,5.572865,PASS
S00061,L0003,T01,61,-0.585606,-0.858677,1,0.870273,21.74135,0.216755,-2.972464,2.980356,PASS
S00099,L0004,T02,99,-0.98062,-0.929953,2,0.834638,21.198147,0.443296,-0.953809,1.05179,PASS
S00008,L0000,T01,8,0.090315,-0.571182,1,0.790814,23.01242,0.367354,-0.570733,0.678738,PASS
S00668,L0033,T04,668,-0.971783,0.768489,1,0.761937,22.516867,-1.521724,1.817851,2.370702,PASS
S00422,L0021,T03,422,-0.153278,-0.655877,3,0.986204,21.656698,2.426519,0.14581,2.430896,PASS
S00625,L0031,T03,625,0.464936,0.408089,1,0.836755,22.647851,2.891914,-0.952045,3.044594,PASS
S00548,L0027,T01,548,0.209434,-0.052478,3,0.930488,21.837746,4.277243,1.292988,4.468403,PASS
S00240,L0012,T01,240,0.897555,0.78439,2,0.743068,21.907049,4.665325,1.643545,4.946362,PASS
S00571,L0028,T04,571,,0.563347,3,1.0,22.023684,4.671322,1.212071,4.826009,PASS
S00510,L0025,T04,510,0.171394,,3,0.808858,21.887185,4.881944,-1.491549,5.104714,PASS
S00291,L0014,T04,291,0.946756,0.126455,2,0.818751,21.60903,5.82714,0.000297,5.82714,PASS
S00071,L0003,T04,71,-0.627228,-0.386155,4,0.933592,22.024241,4.103828,-1.89507,4.520254,PASS
S00526,L0026,T02,526,0.153274,0.089577,4,0.970271,23.873283,5.929677,-0.423802,5.944803,PASS
S00182,L0009,T02,182,0.634828,0.7224,4,1.0,21.70897,5.779927,0.274105,5.786423,PASS
S00314,L0015,T01,314,-0.285805,-0.800939,2,1.0,21.454236,1.740977,-2.053929,2.692513,PASS
S00566,L0028,T01,566,-0.868235,0.875842,3,0.799269,21.404586,2.477682,3.911238,4.629977,PASS
S00545,L0027,T02,545,0.433124,-0.028265,1,0.837558,21.140568,2.734384,-1.829099,3.289751,PASS
S00166,L0008,T01,166,0.494509,0.754877,4,0.875247,22.283564,4.911217,0.931105,4.998701,PASS
S00387,L0019,T01,387,0.806224,-0.576038,3,0.768686,23.261891,14.382599,-7.620918,16.276903,FAIL
S00686,L0034,T04,686,0.590283,-0.71741,1,0.862162,21.370183,9.992719,-6.946193,12.1698,FAIL
S00605,L0030,T01,605,0.946553,-0.664719,2,1.0,21.895572,13.907754,-8.786154,16.450597,FAIL
S00118,L0005,T01,118,-0.533757,0.812672,4,0.762292,20.769596,2.496744,2.912244,3.836,PASS
S00345,L0017,T01,345,0.811893,0.002503,1,0.961985,23.694313,3.932459,-1.552357,4.227771,PASS
S00211,L0010,T04,211,-0.081814,0.623595,1,0.952089,22.162677,1.476648,-0.236955,1.495539,PASS
S00618,L0030,T03,618,0.948958,0.470166,2,0.848611,19.614238,5.91272,-1.607605,6.127369,PASS
S00667,L0033,T01,667,0.96515,0.810982,3,0.943914,22.815436,6.212577,0.097611,6.213343,PASS
S00290,L0014,T02,290,-0.309774,0.038235,3,0.828663,22.107801,1.683636,-0.141138,1.689541,PASS
S00729,L0036,T01,729,-0.276497,0.67551,4,0.869655,21.130636,6.172426,1.898276,6.457731,PASS
S00405,L0020,T01,405,0.166684,-0.357326,1,0.723076,21.230454,1.326441,0.645987,1.47538,PASS
S00541,L0027,T01,541,0.366463,-0.89802,3,0.907913,21.519127,5.079026,-2.121578,5.504326,PASS
S00437,L0021,T03,437,-0.892381,0.125911,4,0.78001,21.710103,0.760345,1.329354,1.531439,PASS
S00147,L0007,T02,147,0.620486,-0.997256,2,0.748455,21.983392,11.561057,-7.842441,13.970037,FAIL
S00654,L0032,T03,654,0.713549,,1,0.765513,21.776865,4.617468,1.057211,4.736951,PASS
S00009,L0000,T01,9,0.585404,0.992043,3,0.844776,21.653569,5.881572,1.075477,5.979092,PASS
S00162,L0008,T03,162,-0.87963,0.253134,4,0.923432,24.1449,3.231091,-0.503753,3.270125,PASS
S00749,L0037,T01,749,-0.037415,0.26615,2,0.990944,22.188844,3.382099,0.642107,3.442513,PASS
S00708,L0035,T01,708,-0.882733,-0.3393,3,1.0,21.990511,1.096854,0.931481,1.439009,PASS
S00765,L0038,T01,765,-0.672181,-0.964566,4,0.912037,21.654733,3.914044,-3.333782,5.141385,PASS
S00769,L0038,T02,769,-0.278988,0.034333,1,0.774454,21.314013,0.863495,-0.49029,0.992979,PASS
S00255,L0012,T03,255,-0.886203,0.741368,1,0.753067,22.892546,0.016722,0.453218,0.453526,PASS
S00155,L0007,T01,155,-0.97204,-0.78887,2,0.870205,21.800424,1.242418,-1.319132,1.812102,PASS
S00748,L0037,T03,748,-0.924259,-0.06791,4,0.916105,22.291275,3.64418,-1.148376,3.820839,PASS
