sample_id,lot_id,tool_id,sequence,layer,pe_cycle,program_pulse_v,temperature_c,retention_time_h,state,vth_mean_v,vth_sigma_v,read_window_v,ber_proxy,read_error
S00281,L0014,T02,281,166,90.727559,21.588213,57.424271,2.73345,7,3.551429,0.355167,0.062296,0.200166,HIGH
S00790,L0039,T01,790,157,712.353241,17.043794,46.206504,16.688428,6,2.752549,0.388299,0.03,0.201009,HIGH
S00003,L0000,T01,3,131,12.281622,19.060857,36.303562,154.681586,7,3.408157,0.282718,0.094859,0.148875,HIGH
S00567,L0028,T01,567,57,697.930037,18.366629,46.844795,5.246645,3,0.659361,0.383131,0.03,0.080913,LOW
S00660,L0033,T02,660,103,800.366476,,31.285577,761.171605,1,-0.757232,0.387604,0.03,0.041887,LOW
S00225,L0011,T03,225,123,242.827781,19.109157,54.467416,402.264836,7,3.054867,0.34632,0.03,0.263084,HIGH
S00500,L0025,T01,500,126,1640.229539,17.669992,59.023978,13.728934,4,1.214288,0.398901,0.03,0.111056,LOW
S00537,L0026,T01,537,108,130.783029,17.715731,40.786754,17.016096,4,1.467769,0.307856,0.095947,0.057032,LOW
S00126,L0006,T02,126,108,3251.607843,16.829706,42.370519,8.964551,3,0.597841,0.440906,0.03,0.080913,LOW
S00642,L0032,T03,642,7,2638.156102,18.070398,39.010006,130.312151,4,1.068487,0.424689,0.03,0.111056,LOW
S00619,L0030,T01,619,166,34.009947,19.466966,55.144788,4.992187,6,3.009217,0.376207,0.03,0.201009,HIGH
S00531,L0026,T01,531,141,796.784737,18.257263,47.658562,1.409017,6,2.925077,0.367938,0.051255,0.16606,HIGH
S00260,L0013,T03,260,134,4893.597035,18.891982,52.821331,195.631679,6,2.415954,0.425965,0.03,0.201009,HIGH
S00160,L0008,T02,160,14,1395.043248,18.835873,29.52844,2.465504,6,2.906028,0.441237,0.03,0.201009,HIGH
S00686,L0034,T03,686,107,1579.338624,18.660486,,189.674537,0,-1.751443,0.391726,0.03,0.029887,LOW
S00131,L0006,T03,131,24,2623.961664,16.804343,,67.441565,7,3.0282,0.471947,0.03,0.263084,HIGH
S00159,L0007,T01,159,157,2365.10167,17.898114,50.6541,1.033665,5,2.331536,0.409262,0.03,0.150588,HIGH
S00581,L0029,T03,581,129,58.91717,18.267355,48.053023,6.547575,0,-1.422935,0.308527,0.154299,0.007788,LOW
S00718,L0035,T01,718,105,1626.651041,19.074411,41.779139,96.830041,1,-0.884598,0.399317,0.03,0.041887,LOW
S00271,L0013,T02,271,104,854.011785,19.410225,37.922263,54.210128,3,0.475374,0.368145,0.057232,0.061252,LOW
S00401,L0020,T01,401,113,4646.400643,18.431258,40.268444,2.627185,,-1.271355,0.392552,0.03,0.029887,LOW
S00634,L0031,T03,634,184,22.646765,18.212239,53.091534,20.970724,5,1.829117,0.30485,0.048581,0.126266,HIGH
S00079,L0003,T01,79,190,299.297939,18.240112,52.255277,1.335126,5,2.193409,0.442934,0.03,0.150588,HIGH
S00656,L0032,T01,656,64,68.413428,19.018429,55.381023,753.02402,5,1.42086,0.310575,0.044244,0.131623,HIGH
S00038,L0001,T03,38,90,1701.03231,17.894177,46.020958,36.678135,2,-0.357205,0.354149,0.03,0.058415,LOW
S00172,L0008,T02,172,28,349.094458,18.744509,54.323355,39.715119,1,-1.080554,0.395704,0.03,0.041887,LOW
S00529,L0026,T01,529,143,414.28549,18.484534,47.982188,1.34866,6,3.041889,0.349763,0.07412,0.134084,HIGH
S00699,L0034,T01,699,43,59.013415,17.42073,46.020895,40.196012,0,-1.65034,0.350776,0.03,0.029887,LOW
S00168,L0008,T01,168,47,1146.904665,18.346178,50.252216,36.484058,6,2.606692,0.436767,0.03,0.201009,HIGH
S00386,L0019,T01,386,58,184.905265,21.034761,51.932135,1.206326,3,1.04483,0.381579,0.03,0.080913,LOW
S00319,L0015,T01,319,105,11.448367,20.121371,35.690668,11.570736,5,2.099438,0.234253,0.299835,0.00903,LOW
S00739,L0036,T01,739,157,21.539901,19.546589,48.141038,2.67444,3,0.714477,0.319445,0.138046,0.026122,LOW
S00338,L0016,T02,338,4,495.029156,16.094716,59.602492,3.122203,5,2.024409,0.420202,0.03,0.150588,HIGH
S00438,L0021,T01,438,180,444.020157,19.277164,32.406173,106.418375,2,-0.280414,0.385428,0.03,0.058415,LOW
S00670,L0033,T01,670,68,3850.354394,15.704471,53.04823,269.232801,7,2.84694,0.444663,0.03,0.263084,HIGH
S00248,L0012,T02,248,43,257.566618,18.423705,40.965621,5.949532,1,-0.755902,0.372912,0.03,0.041887,LOW
S00647,L0032,T02,647,86,,17.061305,52.542376,7.852035,0,-1.46658,0.327251,0.120937,0.011203,LOW
S00569,L0028,T01,569,95,2614.949015,17.427872,42.830606,21.753128,7,3.314512,0.345465,0.03,0.263084,HIGH
S00615,L0030,T03,615,59,2244.807988,19.117929,34.945912,2.940188,3,0.937603,0.439268,0.03,0.080913,LOW
S00523,L0026,T01,523,7,214.748918,18.998487,43.832324,1.634589,6,2.857303,0.381246,0.03,0.201009,HIGH
S00451,L0022,T02,451,181,154.763133,17.595432,48.273287,1.555244,0,-1.398666,0.397019,0.03,0.029887,LOW
S00090,L0004,T02,90,152,3141.668579,17.63834,35.964945,101.786054,7,3.098201,0.444641,0.03,0.263084,HIGH
S00432,L0021,T03,432,90,272.578907,18.333226,39.274535,227.611271,3,0.393202,0.322816,0.047478,0.06772,LOW
S00117,L0005,T01,117,135,1027.125061,18.224364,36.16395,44.933603,3,0.571907,0.392917,0.03,0.080913,LOW
S00058,L0002,T03,58,175,3071.306802,17.922151,44.916861,87.000023,2,-0.238708,0.473487,0.03,0.058415,LOW
S00354,L0017,T01,354,127,649.581507,20.484689,45.311237,174.546564,5,1.736849,0.370275,0.03,0.150588,HIGH
S00351,L0017,T01,351,84,125.816366,18.617392,27.884626,245.572195,2,-0.205166,0.316955,0.03,0.058415,LOW
S00515,L0025,T02,515,123,678.694971,20.416733,43.462092,2.795044,6,2.953116,0.347279,0.06472,0.14655,HIGH
S00763,L0038,T01,763,19,107.631492,20.1315,36.943714,5.242894,7,3.738876,0.310676,0.103271,0.137527,HIGH
S00348,L0017,T01,348,164,76.673836,17.081456,34.033214,550.604857,3,0.114937,0.329521,0.033574,0.078038,LOW
S00343,L0017,T01,343,74,622.450575,17.443866,38.204092,28.60879,3,0.571451,0.39098,0.03,0.080913,LOW
S00033,L0001,T01,33,96,286.575775,17.324143,68.857604,24.525698,2,-0.251531,0.360102,0.03,0.058415,LOW
S00728,L0036,T03,728,136,196.128578,18.954688,32.393963,4.832856,4,1.359937,0.342236,0.129139,0.078581,LOW
S00009,L0000,T02,9,17,401.498194,15.862244,50.26644,1.884709,3,0.564187,0.438126,0.03,0.080913,LOW
S00420,L0021,T02,420,131,118.212069,17.183839,46.287085,125.423179,3,0.345656,0.346584,0.03,0.080913,LOW
S00309,L0015,T01,309,174,13.506368,17.825375,52.890874,63.747428,7,3.122792,0.296278,0.106311,0.133609,HIGH
S00288,L0014,T03,288,107,20.407414,16.493312,42.398329,47.282226,2,-0.378271,0.255021,0.136271,0.01891,LOW
S00359,L0017,T01,359,38,504.495464,18.680329,32.865263,54.860231,6,2.8786,0.410893,0.03,0.201009,HIGH
S00566,L0028,T01,566,11,1810.472133,18.123531,50.157789,10.004619,4,1.260451,0.463803,0.03,0.111056,LOW
S00285,L0014,T01,285,78,2282.602465,17.443791,54.982568,621.680376,6,2.312836,0.384261,0.03,0.201009,HIGH
S00495,L0024,T01,495,108,1276.361872,20.27394,59.408377,3.696339,4,1.478108,0.385358,0.03,0.111056,LOW
S00404,L0020,T01,404,152,14.588678,15.492153,43.90922,18.325178,6,2.579189,0.325724,0.059662,0.153647,HIGH
S00538,L0026,T03,538,46,1257.981205,20.4137,51.636841,60.187861,4,1.109216,0.441071,0.03,0.111056,LOW
S00609,L0030,T01,609,151,1021.400892,18.290816,23.988862,61.9101,2,-0.316152,0.421778,0.03,0.058415,LOW
S00372,L0018,T02,372,18,,19.981318,25.647124,387.537813,6,2.484344,0.470797,0.03,0.201009,HIGH
S00520,L0026,T03,520,3,522.438386,17.022867,49.20826,2.547583,5,2.039516,0.419081,0.03,0.150588,HIGH
S00558,L0027,T01,558,27,283.989416,19.421554,38.060746,5.015727,5,2.275464,0.389195,0.03,0.150588,HIGH
S00040,L0002,T01,40,143,127.354641,18.987226,50.970993,27.069077,2,-0.163705,0.349761,0.03,0.058415,LOW
S00391,L0019,T02,391,97,40.792519,17.972991,45.092104,56.286242,2,-0.215879,0.249852,0.192551,0.010271,LOW
S00494,L0024,T01,494,24,120.563342,17.015569,56.101137,150.09429,0,-2.141078,0.390499,0.03,0.029887,LOW
S00654,L0032,T02,654,22,112.942528,18.372869,37.857283,2.419778,3,0.788316,0.352237,0.175743,0.01741,LOW
S00010,L0000,T01,10,18,788.970014,16.757075,38.291022,3.97684,1,0.087667,0.451093,0.03,0.041887,LOW
S00356,L0017,T02,356,119,1151.234453,19.875814,36.159881,8.890061,5,2.247976,0.40178,0.03,0.150588,HIGH
S00201,L0010,T03,201,,80.258032,18.650369,41.496113,822.251086,7,3.128166,0.310942,0.052419,0.218127,HIGH
S00272,L0013,T01,272,140,99.226651,,49.867961,12.297919,3,-3.786901,0.344094,0.03,0.080913,LOW
S00783,L0039,T02,783,123,36.615912,17.915136,45.239104,18.771195,4,1.147737,0.289017,0.075896,0.070119,LOW
S00119,L0005,T02,119,64,166.105378,18.016729,50.843185,650.507527,5,1.422483,0.298761,0.03,0.150588,HIGH
S00185,L0009,T01,185,13,241.873341,15.252616,58.043076,62.097564,7,3.001392,0.416224,0.03,0.263084,HIGH
S00328,L0016,T01,328,182,4074.688946,15.7326,56.843162,40.564751,,1.781404,0.47685,0.03,0.150588,HIGH
S00171,L0008,T01,171,49,371.784693,19.409007,53.769723,39.782866,2,-0.416555,0.39135,0.03,0.058415,LOW
S00770,L0038,T01,770,140,1641.631204,16.183072,50.508485,4.523438,5,1.850056,0.417015,0.03,0.150588,HIGH
S00636,L0031,T03,636,74,217.448754,16.102304,39.244496,1.752985,2,0.155693,0.372876,0.068662,0.038967,LOW
S00455,L0022,T01,455,53,12.155019,18.799682,57.492237,4.911616,4,1.260594,0.277876,0.23207,0.01335,LOW
S00657,L0032,T01,657,157,,18.969779,39.001648,696.056448,0,-1.903822,0.37339,0.03,0.029887,LOW
S00371,L0018,T03,371,53,4312.386609,18.033091,,289.152456,3,0.238128,0.452133,0.03,0.080913,LOW
S00734,L0036,T01,734,110,1142.035228,21.122358,53.569319,288.499504,,0.492086,0.363798,0.03,0.080913,LOW
S00136,L0006,T01,136,60,90.011963,19.722842,,164.588418,1,-1.028036,0.325568,0.0613,0.030052,LOW
S00051,L0002,T01,51,156,12.235549,17.200879,43.634228,30.015204,1,-1.116813,0.316751,0.06429,0.029108,LOW
S00600,L0030,T01,600,19,10.629142,19.15785,45.515601,6.950642,5,2.234041,0.299899,0.1734,0.035318,LOW
S00100,L0005,T01,100,58,360.093479,19.423222,47.72973,558.329462,5,1.642262,0.362205,0.03,0.150588,HIGH
S00786,L0039,T02,786,46,90.504764,17.735377,49.642483,14.763956,3,0.472889,0.3653,0.03,0.080913,LOW
S00745,L0037,T01,745,156,835.05861,17.850365,49.171765,256.79652,6,2.210503,0.420727,0.03,0.201009,HIGH
S00278,L0013,T01,278,91,1027.57737,16.67485,52.721023,333.316877,7,2.909328,0.361618,0.03,0.263084,HIGH
S00541,L0027,T02,541,24,25.278523,20.016903,57.420493,804.013093,2,-0.910647,0.339858,0.03,0.058415,LOW
S00033,L0001,T01,33,96,286.575775,17.324143,68.857604,24.525698,2,-0.251531,0.360102,0.03,0.058415,LOW
S00556,L0027,T01,556,52,610.537676,18.483546,45.045006,1.326419,7,3.803647,0.356003,0.104522,0.135904,HIGH
S00769,L0038,T01,769,38,33.002167,16.636192,48.592255,231.717036,0,-2.046415,0.29012,0.069697,0.019519,LOW
S00169,L0008,T02,169,38,2771.081778,17.020868,46.62844,274.772704,2,-0.630091,0.478099,0.03,0.058415,LOW
S00324,L0016,T02,324,188,1653.229828,18.230061,55.284158,20.204945,2,-0.303138,0.446614,0.03,0.058415,LOW
S00563,L0028,T01,563,27,131.276285,18.277634,43.173249,2.046776,0,-1.452354,0.390912,0.03,0.029887,LOW
S00564,L0028,T03,564,96,107.619619,16.102412,50.35819,209.273411,7,3.06291,0.291459,0.115563,0.122261,HIGH
S00023,L0001,T02,23,31,14.222113,18.920235,61.600843,4.32199,4,1.300289,0.30653,0.11917,0.044751,LOW
S00630,L0031,T01,630,161,18.509443,18.689084,39.397655,7.921281,5,2.070267,0.300351,0.156121,0.042398,LOW
S00716,L0035,T01,716,134,66.672538,18.746471,37.457739,713.822336,6,2.558321,0.348875,0.03,0.201009,HIGH
S00574,L0028,T01,574,150,1364.640655,20.038117,55.007914,758.955587,1,-1.446329,0.402959,0.03,0.041887,LOW
S00303,L0015,T02,303,64,19.02157,19.024912,55.47211,801.431293,2,-0.705544,0.322064,0.053517,0.045708,LOW
S00315,L0015,T01,315,106,10.374597,18.393187,40.733074,160.842993,3,0.401325,0.272442,0.100418,0.038993,LOW
S00424,L0021,T03,424,51,11.474492,18.127369,36.650969,13.536415,4,1.337889,0.284158,0.108118,0.050245,LOW
S00110,L0005,T03,110,3,1832.307289,17.047347,39.989737,305.694658,,-0.991577,0.404647,0.03,0.041887,LOW
S00081,L0004,T01,81,71,486.487259,16.652708,47.683515,6.92603,0,-1.595469,0.347711,0.039982,0.026862,LOW
S00293,L0014,T01,293,65,23.249633,16.193305,36.00165,46.464477,6,2.456314,0.277422,0.135584,0.073005,LOW
S00759,L0037,T01,759,55,829.855384,19.117175,34.528488,348.11953,2,-0.2245,0.383357,0.03,0.058415,LOW
S00323,L0016,T03,323,140,16.647243,20.010593,44.862186,11.148397,2,0.0595,0.293174,0.095187,0.029396,LOW
S00416,L0020,T01,416,88,246.801438,21.235577,43.197026,6.765593,4,1.720461,0.381609,0.03,0.111056,LOW
S00492,L0024,T02,492,47,51.950825,19.347366,40.384565,1.321252,6,2.916742,0.346734,0.117814,0.087388,LOW
S00607,L0030,T01,607,171,776.958285,20.271743,46.804985,12.135713,0,-1.576848,0.410164,0.03,0.029887,LOW
S00457,L0022,T01,457,111,,20.25622,59.572432,26.108101,0,-1.745902,0.302001,0.091918,0.015351,LOW
S00180,L0009,T02,180,132,2766.771359,17.488231,49.53356,5.023931,3,0.687408,0.4297,0.03,0.080913,LOW
S00325,L0016,T01,325,36,34.019398,20.027541,55.322767,4.276359,1,-0.843975,0.306628,0.106374,0.018522,LOW
S00245,L0012,T01,245,63,4602.415114,18.708255,45.801213,21.235991,5,2.038573,0.472014,0.03,0.150588,HIGH
S00270,L0013,T03,270,190,13.058878,18.430579,45.032594,4.208184,5,2.230536,0.349306,0.032434,0.147194,HIGH
S00297,L0014,T02,297,120,342.195975,18.088512,50.095111,9.342551,1,-0.891889,0.350949,0.043161,0.036447,LOW
